district,state,homepage,found_policy_url,found_tech_url,found_contact_url,notes,score_0_to_5,public_ai_policy_exists,ai_use_publicly_disclosed,oversight_named,board_policy_mentions_ai,public_contact_available,evidence_public_ai_policy_exists,evidence_ai_use_publicly_disclosed,evidence_oversight_named,evidence_board_policy_mentions_ai,evidence_public_contact_available
Pendleton,KY,http://pendletoncounty.ky.gov,https://pendletoncounty.ky.gov/Government/Boards%20and%20Commissions/Pages/default.aspx,https://pendletoncounty.ky.gov/About%20Us/Pages/Technology-Director.aspx,https://pendletoncounty.ky.gov/Pages/contact.aspx,,2,0,0,1,0,1,,,tant Circuit Clerk County Attorney County Clerk County Ordinances County Treasurer Elected Officials Property Tax Administration Technology Director County Maps Community Community Boards and Commissions Businesses and Services Events Industrial Authority Board Government Governm…,,for Falmouth Start a Small Business Social Media Pendleton County Emergency Management Animal Shelter Senior Center Tourism Fire Department Contact Site Map Policies Security Disclaimer Accessibility © 2025 Commonwealth of Kentucky. All rights reserved. Kentucky.gov Technology Di…
Leslie,KY,http://www.lesliecounty.ky.gov,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Pulaski,KY,http://www.somersetpulaskichamber.com,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Mercer,KY,http://www.mercercounty.ky.gov,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Jackson Independent School District,KY,http://jackson-ind.k12.ky.us/JCS/Home.html,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
"Corbin, which serves a single city divided between Whitley and Knox Counties.",KY,http://www.corbin-ky.gov/,https://www.corbin-ky.gov/Blog/25/city-boards,,,"Missing: tech, contact (crawl limited)",1,0,0,0,0,1,,,,,"us accidents and fatalities in our community. The Action Plan is being d... Read more → View More News CORBIN WEATHER Connect with Facebook Contact Us Accessibility Sitemap About Us City of Corbin, Kentucky City of Corbin, Kentucky About Corbin History of Corbin Form of Governmen…"
Eminence Independent Schools,KY,http://www.eminence.kyschools.us,https://www.eminence.kyschools.us/board-of-education,,https://www.eminence.kyschools.us/staff-directory,Missing: tech (crawl limited),2,0,0,1,0,1,,,finite Campus Webmail District Documents Eminence Education Foundation Grant Application Eminence Exemplars Board of Education Alumni Staff Directory Infinite Campus Employment School Calendar Family Resource & McKinney Vento Schedule a Visit Medical Forms Athletics Cafeteria Men…,,aff Infinite Campus Webmail District Documents Eminence Education Foundation Grant Application Eminence Exemplars Board of Education Alumni Staff Directory Infinite Campus Employment School Calendar Family Resource & McKinney Vento Schedule a Visit Medical Forms Athletics Cafeter…
Lincoln,KY,http://www.lincolnky.com,,,https://www.lincolnky.com/government/administration/index.php,"Missing: policy, tech (crawl limited)",1,0,0,0,0,1,,,,,"liam Whitley House this summer! Tours begin on April 25! Our Calendar View Questions? Get in touch with us today. information@lincolnky.com Phone: (606)365-2534 102 East Main Street Stanford, KY 40484 © 2025 · Lincoln County, KY Thanks to The Interior Journal for the use of their…"
Jackson,KY,http://www.jacksoncountyky.us,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Puerto Rico,KY,https://de.pr.gov/,,,,"Missing: policy, tech, contact (crawl limited)",1,0,0,1,0,0,,,rvicios Asuntos Academicos TAL SEPI Recursos Empleos Ofertas de Empleo Portal de Recursos Humanos Portal del Empleado Aplicaciones Internas Directorio Portal oficial del Gobierno de Puerto Rico Un sitio web oficial .pr.gov pertenece a una organización oficial del Gobierno de Puer…,,
Crittenden,KY,http://www.marionky.gov/index.shtml,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Shelby,KY,https://shelbycounty.ky.gov,https://shelbycounty.ky.gov/PublishingImages/Pages/index/SCFC%20SOCIAL%20MEDIA%20POLICY.pdf,,https://shelbycounty.ky.gov/Pages/contact.aspx,Missing: tech (crawl limited),2,0,0,1,0,1,,,"to date with important updates, notices, and community news from Shelby County Government.​ Public Hearing: None at this time. Bid Opportunity: Now accepting bids. Visit Special Projects Director or our Bid Announcements​ for details. Opioid Funds Effective 03/01/2026, the Specia…",,nts 911 Communications Alcoholic Beverage Control Animal Control Building Inspector Clean Community Program View All Code Enforcement Board Contact Us Open Records Stratton Center Bid Announcements Page Content ​​​ ​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​ ​ ​​ ​ ​​​​​…
Erlanger-Elsmere Schools,KY,https://www.erlanger.kyschools.us/,,,https://www.erlanger.kyschools.us/o/eisd/page/links-for-staff-quick-links,"Missing: policy, tech (crawl limited)",1,0,0,0,0,1,,,,,"n Traditional Instruction lunch menu job postings Find Us Erlanger-Elsmere Independent School District 500 Graves Avenue Erlanger, KY 41018 Phone: (859) 727-2009 Schools Erlanger-Elsmere Independent School District Lloyd Memorial High School Tichenor Middle School Bartlett Educat…"
Letcher,KY,http://www.letchercounty.ky.gov,,,https://www.letchercounty.ky.gov/Pages/emercontact.aspx,"Missing: policy, tech (crawl limited)",2,0,0,1,0,1,,,"nt Tony Fugate, Chief 606-633-2697 Neon Fire and Rescue Carter Bevins, Chief 606-855-7303 Sandlick Volunteer Fire Department Mike Amburgey, Chief 606-633-5551 Whitesburg Fire Department Charles Colwell, Chief 606-634-0601 Whitesburg Police Department Tyrone Fields, Police Chief 6…",,"n! Terry Adams Letcher County Judge Executive If you're lucky enough to be from the mountains, then you're lucky enough! Relative Content ​ Contact Information Letcher County Fiscal Court 156 Main Street, Suite 107 Whitesburg, KY 41858 (606) 633-2129 - Office (606) 633-7105 - Fax…"
Elliott,KY,http://elliottcounty.ky.gov,,,https://elliottcounty.ky.gov/Pages/contact.aspx,"Missing: policy, tech (crawl limited)",1,0,0,0,0,1,,,,,"for visiting our website and please don't forget to like and follow our Facebook page using the link below! ​​​ ​​​​ ​​ Relative Content ​ Contact Information Elliott County Local Government P.O. Box 710 Sandy Hook, KY 41171 Phone: (606) 738-5821 Fax: (606) 738-4509​ Contact Site…"
Fayette,KY,http://www.lexingtonky.gov,https://www.lexingtonky.gov/privacy-policy,,,"Missing: tech, contact (crawl limited)",1,0,0,0,0,1,,,,,"line. Language Line offers interpreters in over 150 languages and dialects. If you have a life or property-threatening emergency, dial 911. Contact LexCall 115 Cisco Road Lexington, KY 40504 Hours Monday – Friday: 8 a.m. – 6 p.m. 311 or (859) 425-2255 | TTY (859) 425-2563 (859) 2…"
