district,state,homepage,found_policy_url,found_tech_url,found_contact_url,notes,score_0_to_5,public_ai_policy_exists,ai_use_publicly_disclosed,oversight_named,board_policy_mentions_ai,public_contact_available,evidence_public_ai_policy_exists,evidence_ai_use_publicly_disclosed,evidence_oversight_named,evidence_board_policy_mentions_ai,evidence_public_contact_available
Shelby County Schools,TN,http://www.scsk12.org,https://www.scsk12.org/policy/?PID=659,,https://www.scsk12.org/contactmscs/,Missing: tech (crawl limited),2,0,0,1,0,1,,,"Westwood High White Station High Whitehaven High Wooddale High Show All High Schools ( 41 ) No schools found matching "" "" View Full School Directory View Complete School Directory Find It Fast Students & Parents Community Help & Student Support Enroll a Student Bus & Transportati…",,"Schools 160 Glenn Rogers Sr. Memphis, TN 38112 (901) 416-5300 Accessibility Non-Discrimination Policy Title IX Office Careers/Jobs Sitemap Contact Us Greatness Grows Here! Memphis-Shelby County Schools offers educational and employment opportunities without regard to race, color,…"
Rutherford County Schools,TN,http://www.rcs.k12.tn.us/,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Marion County Schools,TN,http://www.marioncountytn.net/,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Knox County Schools,TN,https://www.knoxschools.org/,https://www.knoxschools.org/about/board-of-education/board-policies,,https://www.knoxschools.org/contactus,Missing: tech (crawl limited),2,0,0,1,0,1,,,"ATS 5 regions Knox County Schools is organized into five regions based on feeder patterns and geographic proximity. Each region is led by a director, supervisor, and instructional leadership team, with no region serving more than 20 schools. 93% Graduation Rate With a 93% graduat…",,pens in new window/tab) Forms KCS Help (opens in new window/tab) ParentSquare (opens in new window/tab) Givebacks (opens in new window/tab) Staff Directory Tech Support Transcripts Transfers Calendar About Us Board of Education Board Home Board Policies Administrative Procedures …
Hawkins County Schools,TN,https://www.hck12.net/,,,,"Missing: policy, tech, contact (crawl limited)",2,0,0,1,0,1,,,"972 Educational Amendments), Section 504 of the Rehabilitation Act of 1973, and the Americans with Disabilities Act. Thomas Floyd, Title VI Coordinator, ext.2025 * Cody Sauceman, Title IX, ext. 2018 * Angela Jackson, Section 504 Coordinator ext. 2404. Copyright © 2026 Hawkins Cou…",,Home | Hawkins County School District Skip to content Skyward Staff Email Buses Search site Hawkins County School District Igniting a Lifelong Passion for Learning Skyward Staff Email Buses Search site Menu School…
Williamson County Schools,TN,http://www.wcs.edu,,https://www.wcs.edu/resources/technology-status-pages,https://www.wcs.edu/resources/staff-resources,Missing: policy (crawl limited),2,0,0,1,0,1,,,Board Members School Board Policies (opens in new window/tab) School Start & End Times School Zones Strategic Plan Archived Strategic Plan Superintendent Title IX Title IX Trainings Archive WCS By the Numbers Districtwide Assessment District Report Card English as a Second Langua…,,ens in new window/tab) Get the latest WCS Newsletter InFocus delivered to your inbox. Sitemap Accessibility Disclaimer Powered by Finalsite Staff Directory - Williamson County Schools Skip To Main Content Close Menu Search Clear Search About Us Administrative Procedures & Forms P…
Carroll County Schools,TN,http://www.ccsd.ms/,https://www.ccsd.ms/schoolboard,https://www.ccsd.ms/technology,https://www.ccsd.ms/directory,,2,0,0,1,0,1,,,"isabled, regardless of the severity of their disabilities, and who are in need of special education and/or related services. The Child Find Director works with the local Headstart, Human Services, Health and Mental Health agencies, as well as local education agencies, and physici…",,"ls 79 Teachers 876 Students Find Us 603 Lexington Street Carrollton, MS 38917 PH: 1.662.237.9276 Fax: 1.662.237.9703 Footer Menu Employment Staff Directory Parents Students The Carroll County School District is in compliance with Title VI of the Civil Rights Act of 1962, includin…"
Metropolitan Nashville Public Schools,TN,https://www.mnps.org/,https://www.mnps.org/students-families/handbook/policies-and-procedures,,,"Missing: tech, contact (crawl limited)",2,0,0,1,0,1,,,Recruiter Substitute Teaching Drive with Us Employees My.MNPS.org Employee Portal (opens in new window/tab) Blue Ribbon Teacher Departments Directory Arts Athletics Benefits (opens in new window/tab) Budgets Charter Schools Communications Extended Learning Counseling and Psycholo…,,echnology Transportation About Superintendent Administration Board of Education Signature Initiatives District Calendar News cta-nav Enroll Contact Us Careers mobile-menu mobile-top-container menu-trigger-container Close Menu header-portals-nav Calendar Portals ClassLink (opens i…
Hawaii,TN,http://www.hawaiipublicschools.org/,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Jefferson County Schools,TN,https://www.jc-tn.net/,https://www.jc-tn.net/privacy-policy,https://www.jc-tn.net/departments/technology,https://www.jc-tn.net/staff,,2,0,0,1,0,1,,,tion Salary and Evaluation Information Update Your Staff Profile Years of Service: Shining Stars Technology Mrs. Danielle Pullen Technology Coordinator Mrs. Deedra Hillard Instructional Technology Coordinator Technology Support Student Technology Support Path Teacher Technology S…,,(opens in new window/tab) White Pine School (opens in new window/tab) Facebook (opens in new window/tab) Twitter (opens in new window/tab) Staff Directory (opens in new window/tab) Class Link (opens in new window/tab) Skip to Main Content District Site Schools Dandridge Elementar…
Memphis City Schools,TN,http://www.mcsk12.net,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
McMinn County Schools,TN,https://www.mcminn.k12.tn.us/,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Arlington Community Schools,TN,https://www.acsk-12.org/,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Wayne County Schools,TN,http://www.waynetn.net/,,,,"Missing: policy, tech, contact (crawl limited)",1,0,0,0,0,1,,,,,"in Menu Schools Translate Sign in Skip Gallery End of Gallery Find Us Wayne County School System 419 South Main Street Waynesboro, TN 38485 Phone: (931) 722-3548 Schools Wayne County School System Collinwood Middle School Collinwood Elementary School Collinwood High School Waynes…"
Clarksville-Montgomery County School System,TN,https://www.cmcss.net/,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
