district,state,homepage,found_policy_url,found_tech_url,found_contact_url,notes,score_0_to_5,public_ai_policy_exists,ai_use_publicly_disclosed,oversight_named,board_policy_mentions_ai,public_contact_available,evidence_public_ai_policy_exists,evidence_ai_use_publicly_disclosed,evidence_oversight_named,evidence_board_policy_mentions_ai,evidence_public_contact_available
Cabarrus,NC,https://www.cabarruscounty.us,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Buncombe,NC,http://www.buncombecounty.org,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Currituck County Schools,NC,https://www.currituck.k12.nc.us/,https://www.currituck.k12.nc.us/board-of-education/board-members/legislative-contacts,,https://www.currituck.k12.nc.us/board-of-education/board-members/legislative-contacts,Missing: tech (crawl limited),1,0,0,0,0,1,,,,,"/tab) Meetings, Agendas & Videos Community Community Links Facility Use Family & Community Engagement (opens in new window/tab) Legislative Contact Information (opens in new window/tab) Transcripts and Verifications Volunteer in Our Schools Departments Accountability and Testing …"
Stokes,NC,https://www.co.stokes.nc.us,https://www.co.stokes.nc.us/departments/boards_of_elections.php,,https://www.co.stokes.nc.us/department_directory.php,Missing: tech (crawl limited),2,0,0,1,0,1,,,ll Property Tax Search Public Safety Information Pay Water Bills How Do I Board Appointments Commissioners (Meeting Information) Department Directory Holiday Schedule Job Opportunities Job Opportunities (test) Marriage License Ordinances Surplus Property Community Links Town of D…,,Serve Crime Stoppers Frequently Asked Questions (FAQ) NON Emergency/Important Numbers On-Line WebGIS Reporting a Crime Scanner Frequencies Staff Directory When & How to Call 911 When NOT to Call 911 Code Red Home Our Departments Communication 911 Stokes County E911 Communications…
Guilford County Schools,NC,https://www.gcsnc.com/,https://www.gcsnc.com/about/board-of-education/policies,https://www.gcsnc.com/families/technology,https://www.gcsnc.com/careers/join-leadership-or-staff,,2,0,0,1,0,1,,,"gendas and meeting materials Policy Committee T. Dianne Bellamy Small, Chair David Coates Deborah Napper Staff Liaison: Dr. Whitney Oakley, Superintendent Click here for agendas and meeting materials Facilities Naming Committee Deborah Napper, Chair Khem Irby Linda Welborn Staff …",,en Multilingual Learners Virtual & Blended Learning GCS Flex Course Offerings & Counseling Services Schools Register Now Guilford Guarantee Contact Us Search Clear Search Back to main menu Close Close Elementary Schools Middle Schools High Schools Specialty Schools Elementary Sch…
Orange,NC,http://www.co.orange.nc.us,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Ashe County Schools,NC,http://www.ashe.k12.nc.us,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Camden County Schools,NC,http://www.camden.k12.nc.us,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Iredell,NC,http://www.co.iredell.nc.us,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Currituck,NC,http://www.co.currituck.nc.us,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Vance County Public Schools,NC,http://www.vcs.k12.nc.us/,https://www.vcs.k12.nc.us/board-of-education/30-day-policy-review,,https://www.vcs.k12.nc.us/about/directory-clone,Missing: tech (crawl limited),2,0,0,1,0,1,,,ical Education CPR Graduation Requirement Reproductive Health and Safety Education Did You Know? Contact Us ESL/Title III Program ESL STAFF DIRECTORY 2025-2026 ESL Team ESL/Title III- Meet the Staff ENGLISH LEARNERS (ELS)/MULTILINGUAL LEARNERS(MLS) 25-26 LANGUAGE INSTRUCTION EDUC…,,& Physical Education CPR Graduation Requirement Reproductive Health and Safety Education Did You Know? Contact Us ESL/Title III Program ESL STAFF DIRECTORY 2025-2026 ESL Team ESL/Title III- Meet the Staff ENGLISH LEARNERS (ELS)/MULTILINGUAL LEARNERS(MLS) 25-26 LANGUAGE INSTRUCTIO…
Graham County Schools,NC,http://www.graham.k12.nc.us,https://www.graham.k12.nc.us/district/board-of-education,https://www.graham.k12.nc.us/district/departments/technology,https://www.graham.k12.nc.us/staff,,1,0,0,0,0,1,,,,,"pril 10, 2026 **Preschool Screenings, by appointment, will be held April 30 th & May 1 st at the Elementary Gym For more information please contact: Lacy Duckett or Barbara Icenhower 828-479-9820 (A child is age eligible if s/he has turned four on or before August 31 st of the pr…"
Hertford County Public Schools,NC,http://www.hertford.k12.nc.us,https://www.hertford.k12.nc.us/district-21/hertford-county-public-schools-board-of-education,https://www.hertford.k12.nc.us/departments/media-technology-department/staff-directory,https://www.hertford.k12.nc.us/departments/media-technology-department/staff-directory,,2,0,0,1,0,1,,,Home - Hertford County Public Schools Skip To Main Content Close Menu Search Clear Search District About Hertford County Office of the Superintendent Biography Organizational Structure Accountability Welcome Letter District & School Directories Board of Education Meeting Schedule…,,ment Plan Overview Standard Response Protocol for Students and Teachers HCPS Strategic Plan 2023-2028 Strategic Plan 2023-2028 We Are Bears Staff Directory Calendars Careers Why HCPS? Vacancies (opens in new window/tab) Background Checks Pre-Employment Documents New Hire Orientat…
Alleghany,NC,http://www.alleghanycounty-nc.gov,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Alleghany County Schools,NC,http://www.alleghany.k12.nc.us,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Chatham,NC,http://www.chathamnc.org,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Brunswick County Schools,NC,http://www.brunswick.k12.nc.us,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Northampton,NC,http://www.northamptonnc.com,,,https://www.northamptonnc.com/FormCenter/General-Forms-4/Contact-Us-48,"Missing: policy, tech (crawl limited)",2,0,0,1,0,1,,,form progress and more. Website Sign In Search Government Departments Community How Do I... Home Staff Directory Staff Directory Search the Directory Category: Staff Directory Boards & Committees Board of Commissioners Board Of Elections Board Members Elections Staff Clerk of Cou…,,"ernment Websites by CivicPlus® Loading Loading Do Not Show Again Close Arrow Left Arrow Right [] Slideshow Left Arrow Slideshow Right Arrow Staff Directory • Northampton County, NC • CivicEngage Skip to Main Content Create a Website Account - Manage notification subscriptions, sa…"
Franklin,NC,http://www.franklincountync.us,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Alamance-Burlington School System,NC,https://www.abss.k12.nc.us/,https://www.abss.k12.nc.us/page/meet-the-board,,https://www.abss.k12.nc.us/page/staff-links,Missing: tech (crawl limited),1,0,0,0,0,1,,,,,"t Principal of the Year: Cynthia O'Neal Next Spotlight Item Find Us Alamance-Burlington School System 1712 Vaughn Road Burlington, NC 27217 PHONE: 336-570-6060 FAX: 336-570-6218 communityrelations@abss.k12.nc.us Staff Quick Links In compliance with federal laws, the Alamance-Burl…"
Cleveland,NC,http://www.clevelandcounty.com,https://www.clevelandcounty.com/main/departments/finance___purchasing/policies.php,,https://www.clevelandcounty.com/main/departments/administration/index.php,Missing: tech (crawl limited),1,0,0,0,0,1,,,,,ption Animals Lost and Found Request Field Services Surrendering a Pet Board of Elections About Us Absentee Voting Become a Precinct Worker Contact Us Campaign Finance Reports Election FAQs Elected Officials Election Results Election Related Links Election Statistics Register to …
Brunswick,NC,http://www.brunsco.net,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Clay County Schools,NC,http://www.clayschools.org,,,https://www.clayschools.org/apps/staff/,"Missing: policy, tech (crawl limited)",2,0,0,1,0,1,,,l Owens Chief Officer for Human Resources & Federal Programs and Exceptional Children Program Director Email Angel Owens Revonda Palmer CTE Director Email Revonda Palmer Anisa Roberts Instructional Technology Facilitator Email Anisa Roberts Julie Rogers Human Resources - Benefits…,,ader Facebook Twitter YouTube Main Menu Toggle About Us School Board Superintendent Calendars NC School Report Card Strategic Plan District Staff Directory Departments AIG - Gifted Career & Technical Education Curriculum & Instruction Exceptional Children Federal Programs Finance…
Forsyth,NC,http://www.co.forsyth.nc.us,https://www.co.forsyth.nc.us/socialmediapolicy.aspx,,,"Missing: tech, contact (crawl limited)",2,0,0,1,0,1,,,"-Salem, NC 27101. Service hours: Monday- Friday, 8:30 am-4:30 pm. The phone number is: (336) 776-3255. “ I have served as Victim Assistance Coordinator for the WSPD for over (6) years. While interacting with clients at Bridges to Hope Family Justice Center, I am committed to serv…",,"2 3 » View Archived News Quick Links Work with Us Employment Opportunities Job Opportunities Volunteer Opportunities Open Appointments List Contact Us Forsyth County Government Center 201 North Chestnut Street Winston-Salem, NC 27101 336-703-2020 Flickr Nextdoor Facebook Twitter …"
Greene County Schools,NC,http://www.gcsedu.org,,,https://www.gcsedu.org/en-US/staff,"Missing: policy, tech (crawl limited)",2,0,0,1,0,1,,,"r other unlawful grounds. For technical questions and comments regarding this website, including accessibility concerns, please contact the Chief Technology Officer . Login This website is powered by SchoolBlocks and SchoolFeed Home Account My Activity Menu Lunch Menu Jobs Enroll…",,Lunch Menu Jobs Enrollment Skip to Navigation Greene County Schools Login District Information Departments Schools Calendars Staff Listing Contact Welcome to Greene County Schools Our Mission Greene County Schools will be a model 21st Century school system focused on student achi…
Carteret County Public Schools,NC,https://www.carteretcountyschools.org/,https://www.carteretcountyschools.org/page/nc-general-statutes-county-policies,,https://www.carteretcountyschools.org/staff,Missing: tech (crawl limited),2,0,0,1,0,1,,,"r.perryman@carteretk12.org Sarah Bulla Executive Assistant Administration 252.728.4583, 160113 sarah.bulla@carteretk12.org Melissa Albright Director of Child Nutrition Child Nutrition 252.728.4583, 160125 melissa.albright@carteretk12.org Angel Foley Administrative Assistant Child…",,er NC School Report Cards Archived News Return to Learn Schools Superintendent Strategic Plan YouTube Channel Carteret Education Foundation Staff Directory Staff Directory Departments Show submenu for Departments Departments Documents Accountability Athletics Show submenu for Ath…
Edgecombe,NC,http://www.edgecombecountync.gov,https://www.edgecombecountync.gov/departments/board_of_elections/index.php,,https://www.edgecombecountync.gov/departments/tax_administration/index.php,Missing: tech (crawl limited),2,0,0,1,0,1,,,"Find Info on Properties Sign up for Emergency Notifications Find us on Social Media See Job Openings Give Feedback Contact Us Jerry Spruell Director Location 201 St. Andrew St. Suite 434 PO Box 10 Tarboro, NC 27886 Phone: 252- 641-7852 Fax: 252-641-1740 Hours 8am - 5pm Monday-Fri…",,"arch Properties on a Map Find Info on Properties Sign up for Emergency Notifications Find us on Social Media See Job Openings Give Feedback Contact Us Tarasa Lewis Tax Administrator Tax Collector PO Box 580 201 St. Andrew Street, Suite 154 Tarboro, NC 27886 Phone: 252-641-7810 Ta…"
Edgecombe County Public Schools,NC,https://www.ecps.us/,,,https://www.ecps.us/apps/contact/,"Missing: policy, tech (crawl limited)",2,0,0,1,0,1,,,"August 21, 2023 to serve as the new superintendent of Edgecombe County Public Schools beginning September 1, 2023. Over nearly a decade as superintendent of Lee County Schools, Dr. Andy Bryan worked closely with community and staff to create unique educational opportunities that …",,"s Facebook Instagram Twitter YouTube Search 2311 North Main Street Tarboro, NC 27886 Phone: (252) 641-2600 Fax: (252) 641-5714 Useful Links Contact Us Our Location Powered by Edlio Edlio Login Contact | Edgecombe County Public Schools Skip to main content Edgecombe County Public …"
Mitchell,NC,http://www.mitchellcounty.org,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Scotland,NC,http://www.scotlandcounty.org,http://www.scotlandcounty.org/124/Privacy-Policy,,http://www.scotlandcounty.org/directory.aspx,Missing: tech (crawl limited),2,0,0,1,0,1,,,"2566 Tax Collections 910-277-2566 Veteran Services 910-277-2448 Planning & Zoning 910-277-2419 Address Holder http://www.scotlandcounty.org/directory.aspx?DID= Live Edit Commissioners Careers Directory GIS forms & applications Contact Us 517 Peden Street Laurinburg, NC 28352 Phon…",,"ernment Websites by CivicPlus® Loading Loading Do Not Show Again Close Arrow Left Arrow Right [] Slideshow Left Arrow Slideshow Right Arrow Staff Directory • Scotland County, NC • CivicEngage Skip to Main Content Create a Website Account - Manage notification subscriptions, save …"
