district,state,homepage,found_policy_url,found_tech_url,found_contact_url,notes,score_0_to_5,public_ai_policy_exists,ai_use_publicly_disclosed,oversight_named,board_policy_mentions_ai,public_contact_available,evidence_public_ai_policy_exists,evidence_ai_use_publicly_disclosed,evidence_oversight_named,evidence_board_policy_mentions_ai,evidence_public_contact_available
Fort Bend Independent School District,TX,https://www.fortbendisd.com/,,,https://www.fortbendisd.com/schooldirectory,"Missing: policy, tech (crawl limited)",2,0,0,1,0,1,,,tration/Enrollment Strategic Plan District of Innovation District Planning Advisory Council District Student Health Advisory Council School Directory with Maps Bond Programs Legislative Priorities Sugar Land 95 Accountability Ratings Improvement Plan Title I Ethics Reporting/Ligh…,,"ay Annual Giving Campaign Join Team FBISD Adopt a New Teacher Today Tribute Fund Planned Giving I Would Like To... "" Apply for a FBEF Grant Contact Foundation Staff Donate Find Employee Discounts Join One Team - FBISD Employee Giving Receive a Newsletter Volunteer Grants In Actio…"
Spring Branch Independent School District,TX,https://www.springbranchisd.com/,https://www.springbranchisd.com/about/board-of-trustees/policy-regulations,https://www.springbranchisd.com/about/departments/technology-services/contacts,https://www.springbranchisd.com/about/departments/technology-services/contacts,,2,0,0,1,0,1,,,"tive execution and a team that understands the responsibility of telling the story of public education well,” said Linda Buchman, associate superintendent of communications and community relations. “In a state as large and competitive as Texas, this level of recognition is signif…",,gram (opens in new window/tab) Youtube (opens in new window/tab) Vimeo (opens in new window/tab) Smugmug (opens in new window/tab) Calendar Staff Directory Let's Connect For Staff Search Clear Search A-Z index Link Back to School Link Calendars Link Canvas Link Counselors Link Fa…
Garland Independent School District,TX,https://www.garlandisd.net/,https://www.garlandisd.net/about/policies,https://www.garlandisd.net/programs-services/technology-support,https://www.garlandisd.net/school-operations/student-and-staff-safety,,3,1,0,1,0,1,Technology Program Handbook 1:1 Technology Program Handbook - Spanish 1:1 Technology Program Handbook - Vietnamese Artificial Intelligence Guidelines GISD Artificial Intelligence (AI) Student Guidelines Google Terms of Service agreements Terms of Service agreements for services p…,,"the leadership team. Explore About Our District The GISD Difference District Profile Performance Ratings & Reports District Map Department Directory Facility Directory Policies Mission, Vision, Values Leadership Board of Trustees Leadership Leadership Matters District initiatives…",,age Safety & Security Image Absence Management Image × Translate × × For Parents For Staff For Students Departments Newsroom Careers Enroll Contact Us Schools Quick Links Translate Search About ← Back About Get to know our district better and meet the leadership team. Explore Abo…
Arlington Independent School District,TX,https://www.aisd.net/,https://www.aisd.net/wp-content/files/Clear-Bag-Policy-Flyer-Updated-Nov22.pdf,https://www.aisd.net/district/departments/technology/information-and-instructional-systems/peims-and-transfers/student-registration/,https://www.aisd.net/district/about/school-directory/,,2,0,0,1,0,1,,,"can chat in English, Spanish and Vietnamese! Ask a Question Visit the Campus Campuses are able to assist parents who do not have access to technology or need assistance with online registration. School Directory Technical Help For technical issues about your child's registration,…",,Pre-Kindergarten Transfers Volunteer Students Canvas Classlink Counselor Connection Report Bullying Student Self Serve Technology Resources Contact Programs and Services Board of Trustees Bond 2019 Registration Pre-K Kindergarten Specialized Programs Transfers Quick Links News In…
Irving Independent School District,TX,https://www.irvingisd.net/,,,https://www.irvingisd.net/about-us/superintendent/contact-us,Timed out (district budget exceeded),2,0,0,1,0,1,,,ntary Thomas Haley Elementary Townley Elementary Townsell Elementary Travis Middle School Litzy Ambrocio Linares Executive Assistant to the Superintendent and Board of Trustees View Profile for Litzy Ambrocio Linares Magda Hernandez Superintendent of School View Profile for Magda…,,Who to Call District Improvement Committee Superintendent About the Superintendent Central Office Organizational Chart District Leadership Contact Us District Event Leadership Request Form (opens in new window/tab) District Leadership District Event Leadership Request Required Po…
Round Rock Independent School District,TX,https://roundrockisd.org/,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Frisco Independent School District,TX,https://www.friscoisd.org/,https://www.friscoisd.org/about/board-of-trustees,,https://www.friscoisd.org/about/resources-and-information/staff-email-search,Missing: tech (crawl limited),2,0,0,1,0,1,,,bout Departments Schools Employment Search Parents Students Partners Staff Parents Students Staff Spotlight Tuition-Based Pre-K Frisco Flex Superintendent Search Access Frisco Join Our Team Enroll with FISD Financial Transparency Board of Trustees Events Feb 10 Student Transfer W…,,"and need. 5515 Ohio Drive Frisco, Texas 75035 Phone 469.633.6000 Fax 469.633.6050 © 2022 Frisco Independent School District Site Feedback | Contact Us | Accessibility | Legal Notices | Staff Password Reset Staff Email Search Skip to Main Content Toggle navigation News About Depar…"
Lewisville Independent School District,TX,https://www.lisd.net/,https://www.lisd.net/our-district/all-departments/website/privacy-policy,,https://www.lisd.net/resources/staff,Missing: tech (crawl limited),2,0,0,1,0,1,,,"ature, districts are now required to implement certain security measures. Beginning September 1, 2019, districts must: Designate a security coordinator Adopt a cybersecurity policy Report any breach of student personally identifiable data to the Texas Education Agency (TEA) The L…",,ub (opens in new window/tab) LISD Connect (opens in new window/tab) LPAC (opens in new window/tab) OneDrive (opens in new window/tab) Phone Directory (opens in new window/tab) Professional Learning Qualtrics (opens in new window/tab) Recognize Someone Records Management (opens in…
Richardson Independent School District,TX,https://web.risd.org/,https://web.risd.org/home/parent-and-family-engagement-policy/,,https://web.risd.org/staff/,Missing: tech (crawl limited),1,0,0,0,0,1,,,,,"eacher Incentive Allotment The TIA program provides additional funding to increase salaries for highly effective teachers Sponsored Content Contact Us 400 S. Greenville Ave., Richardson TX 75081 469-593-0000 Llame y presione 2 para español risd@risd.org 400 S. Greenville Ave., Ri…"
Humble Independent School District,TX,https://www.humbleisd.net/,https://www.humbleisd.net/o/humbleisd/page/board,,https://www.humbleisd.net/o/humbleisd/page/staff-resources,Missing: tech (crawl limited),1,0,0,0,0,1,,,,,"e ISD 10203 Birchridge Drive Humble, TX 77338 Phone: 281-641-1000 Fax: 281-641-1050 HumbleISD_Connect@humbleisd.net Resources Accessibility Contact Fraud Hotline Tax Office Weather Updates iHELP iHELP Information Humble ISD on Bullying Stay Connected Copyright © 2026 Humble ISD. …"
Klein Independent School District,TX,https://www.kleinisd.net/,,,https://www.kleinisd.net/o/kisd/staff,"Missing: policy, tech (crawl limited)",2,0,0,1,0,1,,,"e on a $100,000 home by approximately $30. Copyright © 2026 Klein ISD. All rights reserved. Powered By Apptegy Visit us to learn more Staff Directory | Klein ISD Skip to content Klein ISD - Translate Search site Sign in Menu Schools Enroll Careers KeepKleinSafe Klein ISD Staff Di…",,"service on a $100,000 home by approximately $30. Copyright © 2026 Klein ISD. All rights reserved. Powered By Apptegy Visit us to learn more Staff Directory | Klein ISD Skip to content Klein ISD - Translate Search site Sign in Menu Schools Enroll Careers KeepKleinSafe Klein ISD St…"
Pasadena Independent School District,TX,https://www.pasadenaisd.org/,https://www.pasadenaisd.org/stadium-policies,,https://www.pasadenaisd.org/administration,Missing: tech (crawl limited),2,0,0,1,0,1,,,lopment Research and Evaluation Science Social Studies Special Education Student Assessment Athletics Athletics Box Office-Tickets Athletic Directors and Coordinators Athletics Facilities Schedules - Rank One Forms and Other Links Livestream Games 2024-2025 Physicals Stadium Poli…,,oundation Tegeler Community School The Summit FLEx Powered by PVS Popular Links Staff Portal Anonymous Alerts Now Hiring Student Enrollment Contact Classlink Portal Search Home Our District About Pasadena ISD Administration Superintendent School Board Board of Trustees 2025-2026 …
Conroe Independent School District,TX,https://www.conroeisd.net/,,https://www.conroeisd.net/o/cisd/page/technology,https://www.conroeisd.net/o/cisd/page/contactus,Missing: policy (crawl limited),2,0,0,1,0,1,,,Home | Conroe ISD Skip to content Conroe ISD - Explore School Directory Translate Search site Sign in Skip Gallery Your browser does not support videos. End of Gallery About Parents/Students Employees Careers Transportation Complian…,,"tion is their smartphones. Our school app make it easy for you to access essential information like events, lunch menus, homework and more. Contact CISD 3205 W. Davis St. Conroe, TX 77304 Main Phone: (936) 709-7752 Transportation: (936) 709-7940 Fax: (936) 709-9787 About Board of…"
Pearland Independent School District,TX,https://www.pearlandisd.org/,https://www.pearlandisd.org/departments/food-service/meal-accounts-charging-policy,https://www.pearlandisd.org/departments/cte/career-path/arts-av-technology-and-communications/teacher-contacts,https://www.pearlandisd.org/departments/cte/career-path/arts-av-technology-and-communications/teacher-contacts,,2,0,0,1,0,1,,,Page Mission Statement Model-Nurture-Share Back to Basics Parent Forums Berger Bulletin World-Class Goals Podcast District Improvement Plan Superintendent Contract C&I Audit Superintendent Student Ambassador Program Mission Statement Our District Our District Campus District Enro…,,Nutrition Allergy Information Staff Parent Information Información Para Padres Internal Documents Catering Health Services Health Services Contact Us Current Issues Vaccinations Immunizations When to Keep Your Child Home Medication Student Health Conditions Food Allergies State-M…
McKinney Independent School District,TX,https://www.mckinneyisd.net/,https://www.mckinneyisd.net/page/board-meeting-schedule,,https://www.mckinneyisd.net/page/faculty-staff,Missing: tech (crawl limited),2,0,0,1,0,1,,,"contact you in response to your question. If you need to contact one of our campuses, you can find campus contact information on our Campus Directory page in the About MISD section of this website. McKinney ISD | Home Skip to content McKinney ISD - Menu Schools Translate Search s…",,"onsider it a true privilege to lead the MISD family."" Shawn Pratt, MISD Superintendent SSO Portal CAREERS ENROLLMENT EFAC Board of Trustees Contact US McKinney ISD DISTRICT Goals Design systems for safety and security to meet the needs of our school community. Ensure a guaranteed…"
Denton Independent School District,TX,https://www.dentonisd.org/,https://www.dentonisd.org/our-district/departments-services/technology/acceptable-use-policy-guidelines,https://www.dentonisd.org/our-district/departments-services/technology/acceptable-use-policy-guidelines,https://www.dentonisd.org/our-district/departments-services/career-technology-education/meet-our-staff,,2,0,0,1,0,1,,,ning Guides (opens in new window/tab) Non-Discrimination Policy (opens in new window/tab) Child Nutrition CNP Home Meal Prices & Menus Café Directory Meet Our Team Calendar Meal Policy CEP FAQ Citizens' Advisory Committee 2022 Communications Emergency Communications Media Inquiri…,,dget Tax Rate Engage Adult Education & Literacy NTAEL Home About NTAEL Program Information ESL Classes HSE/GED Classes Job Training Classes Contact Us For Staff (opens in new window/tab) Benefits DISD Benefits Employee Wellness Center Leave of Absence Retirement Plans Workers' Co…
Mesquite Independent School District,TX,https://www.mesquiteisd.org/,,https://www.mesquiteisd.org/technology-plan,https://www.mesquiteisd.org/contact-us,Missing: policy (crawl limited),2,0,0,1,0,1,,,nes Calendar Facility Locations Feeder Patterns Mesquite ISD News Required Postings Required Postings Parental Rights Strategic Plan Campus Directory What We Believe Mesquite Promise Profile of a Learner Connect with Us Mesquite 125th Leadership Board of Trustees Board of Trustee…,,y Central Administration Photo Directory Employee Assistance Program Forms MEA Staff Portal Staff Wellness Teacher Incentive Allotment MISD Staff Directory ParentSquare for Admin Community Schools Popular Links High Schools John Horn High School Mesquite Academy North Mesquite Hi…
Killeen Independent School District,TX,https://www.killeenisd.org/,,,https://www.killeenisd.org/o/kisd/page/staff,"Missing: policy, tech (crawl limited)",2,0,0,1,0,1,,,"employees a month during the school year, surprising recipients in the midst of the workplace. “I was speechless,” he said of the day that Superintendent King Davis led a group of leaders to present him with the award. “It was a really, cool moment. I don’t need the accolades and…",,"s and Departments Translate Menu Schools and Departments Translate Skip Gallery End of Gallery About Us Fine Arts Director: Morganne Davies Contact Us: 902 N. 10th St. Killeen, TX 76541 Phone: 254-336-6300 band & orchestra choir elementary music dance theatre visual art Find Us F…"
Beaumont Independent School District,TX,https://www.bmtisd.com/,https://www.bmtisd.com/about-bisd/general-information/handbooks-policies,,https://www.bmtisd.com/about-bisd/board/board/contact-information,Missing: tech (crawl limited),2,0,0,1,0,1,,,intendent's Student Leadership Council Our District Leaders Our Academics Our Instructional Calendar Contact Us Contact Us District Map and Directory COMMUNITY Community & Media Relations Department Volunteers Business Partnerships Spirit Nights Beaumont Public Schools Foundation…,,"Matilda ""Tillie"" Hickman - Trustee (District 5) Robert C. Dunn Sr - Vice President (At-Large) Denise Wallace-Spooner - Secretary (At-Large) Contact Information Board Outcome Goals 2025-30 Board Policy Manual Board Operating Procedures Board Elections Board Meeting Dates Board Age…"
Brownsville Independent School District,TX,https://www.bisd.us/,https://www.bisd.us/documents/handbooks-and-policies/20205-2026-handbooks-and-policies/840906,,,"Missing: tech, contact (crawl limited)",2,0,0,1,0,1,,,"inclusion of photographs of elected officials or candidates are not intended to support or oppose anyone running for public office. BISD’s Title IX Coordinator: Dr. Linda Gallegos, Chief Human Resources Officer. The district’s non-discrimination policy; DIA (Local) and FFH (Local…",,"nsportation Enroll at BISD Handbooks and Policies Cafeteria Menus Trustees Find Us Brownsville ISD 1900 E. Price Road Brownsville, TX 78521 Phone: (956) 548-8000 Stay Connected BISD does not discriminate on the basis of race, color, national origin, gender, religion, age, disabil…"
Laredo Independent School District,TX,https://www.laredoisd.org/,,,,"Missing: policy, tech, contact (crawl limited)",1,0,0,0,0,1,,,,,"Card 23-24 2025-2026 SeeSomething,SaySomething Read more Find Us Laredo Independent School District 2400 San Bernardo Ave. Laredo, TX 78040 Phone: 956-273-1000 Fax: 956-273-1035 LISD Tax Office Click here to pay Open Records Request Request Form Fraud Reporting Report Stay Connec…"
United Independent School District,TX,https://www.unitedisd.org/,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Corpus Christi Independent School District,TX,https://www.ccisd.us/,https://www.ccisd.us/page/board-members,,,"Missing: tech, contact (crawl limited)",2,0,0,1,0,1,,,": DGBA - EMPLOYEE COMPLAINTS/GRIEVANCES DIA - EMPLOYEE WELFARE: Freedom from Discrimination, Harassment, and Retaliation w/Title IX and 504 Coordinators Exhibit For Students and Parents: FNG - STUDENT AND PARENT COMPLAINTS/GRIEVANCES For Members of the Public: GF - PUBLIC COMPLAI…",,"S Amanda Vasquez-Kotch, Kostoryz ES Corpus Christi Independent School District 801 Leopard St. Corpus Christi, TX 78401 Phone: 361‑695‑7200 Contact Us Notice to Persons With Disabilities Required Notices Legal Legal Homepage 2026 CCISD Public Information Calendar Bidding District…"
Lubbock Independent School District,TX,https://www.lubbockisd.org/,https://www.lubbockisd.org/o/lisd/page/board-of-trustees,,https://www.lubbockisd.org/page/staff,Missing: tech (crawl limited),2,0,0,1,0,1,,,"t Registration Summer Enrichment Staff Staff Safety Safety STOPit STOPit More Show submenu for Summer Enrichment Camp Invention Information Superintendent Scholars Summer Academic Opportunities Outside Lubbock ISD Find Us Lubbock ISD 1628 19th Street Lubbock, TX 79401 806-219-000…",,"ion For Excellence CTE Find Us Lubbock ISD 1628 19th Street Lubbock, TX 79401 806-219-0000 Hours M-F: 8:00 a.m. - 5:00 p.m. Other Resources Contact Us STOPit Help Desk Nondiscrimination and Network Use Stay Connected Copyright © 2026 Lubbock ISD. All rights reserved. Powered By A…"
Amarillo Independent School District,TX,https://www.amaisd.org/,https://www.amaisd.org/amarillo-isd-weather-policy,,https://www.amaisd.org/board-contact-form,Missing: tech (crawl limited),2,0,0,1,0,1,,,"Story Request Form Portraits Required Postings Required Postings Home State Required Postings State Required Postings Home Campus Behavior Coordinator contact information College, Career, Military Readiness 5-Year Plans Conduct on School Premises District and Campus Performance E…",,"st Form Portraits Required Postings Required Postings Home State Required Postings State Required Postings Home Campus Behavior Coordinator contact information College, Career, Military Readiness 5-Year Plans Conduct on School Premises District and Campus Performance Early Childh…"
Waco Independent School District,TX,https://www.wacoisd.org/,https://www.wacoisd.org/departments/child-nutrition-services/usda-commodity-management-policy,,https://www.wacoisd.org/about/accountability/assessment/2022-staar-administration,Missing: tech (crawl limited),2,0,0,1,0,1,,,ecurity Committee Public Education Information Management System (opens in new window/tab) State and Federal Programs Department Home Staff Directory Title I Supplement Not Supplant Methodology Parent & Family Engagement-Title I Forms and Documents Student Services and Support De…,,rtment Bullying Information (opens in new window/tab) Business & Financial Services (opens in new window/tab) Business & Financial Services Staff Directory Department Home Financial Transparency Business Services Home Business Services Forms & Documents Supplier Registration & Cu…
Tyler Independent School District,TX,https://www.tylerisd.org/,https://www.tylerisd.org/page/school-board,,,"Missing: tech, contact (crawl limited)",1,0,0,0,0,1,,,,,"Us Tyler ISD 1319 Earl Campbell Parkway Tyler, TX 75701 903-262-1000 Submit a Comment Envíe su Comentario Resources Calendars Careers Cell Phone Policy Recent News Support the District Volunteer Legal 25-26 Adopted Budget Board Elections Board Election Results Board Policies Onli…"
College Station Independent School District,TX,https://www.csisd.org/,https://www.csisd.org/departments/technology/acceptable-use-policy,https://www.csisd.org/departments/technology/acceptable-use-policy,https://www.csisd.org/our-district/about-csisd/about-us/about-csisd/staff-statistics,,2,0,0,1,0,1,,,t Demographics Improvement Plans District of Innovation Plan HB 3 Goals and Plans Why CSISD? Contact CSISD Who to Call Administrative Staff Directory Our Schools & Facilities Elementary Schools College Hills Elementary School (opens in new window/tab) Creek View Elementary School…,,Student Demographics Improvement Plans District of Innovation Plan HB 3 Goals and Plans Why CSISD? Contact CSISD Who to Call Administrative Staff Directory Our Schools & Facilities Elementary Schools College Hills Elementary School (opens in new window/tab) Creek View Elementary …
Bryan Independent School District,TX,https://www.bryanisd.org/,https://www.bryanisd.org/o/bisd/page/board-of-trustees,https://www.bryanisd.org/page/technology,https://www.bryanisd.org/staff?filter_ids=620491,,2,0,0,1,0,1,,,List Grading Guidelines Student Handbook & Code of Conduct Skyward Family Access Help Resources ParentSquare Info Immunization Information Title IX Campus Behavior Coordinators Voluntary Student Insurance District of Innovation Plan Parental Rights and Options Information Bryan I…,,", opposition or fear April - May Leadership Guiding, leading and serving others It's everything Bryan ISD, in your pocket. Documents Events Staff Directory Dining News Bryan Independent School District Bryan ISD Administration 801 SOUTH ENNIS STREET, BRYAN, TX 77803 PHONE: (979) …"
Georgetown Independent School District,TX,https://www.georgetownisd.org/,https://www.georgetownisd.org/departments/instructional-technology/digital-citizenship-responsible-use-policies,https://www.georgetownisd.org/departments/instructional-technology/digital-citizenship-responsible-use-policies,https://www.georgetownisd.org/departments/technology/staff-directory,,4,1,0,1,1,1,.net . Device Health & Safety Guidelines Digital Devices in GISD Schools: Health and Safety Guidelines Employees Technology Responsible Use Policy for Employees GISD Guidelines for Staff Use of AI Guest Wifi for Employees Students Technology Responsible Use Policy for Students - …,,Sale Facilities Maintenance (opens in new window/tab) Facility Scheduling & Rental (opens in new window/tab) Energy Management Home Energy Coordinators Recycling & Composting Utility Usage/Cost Comparisons Reports Links Bond (opens in new window/tab) Facilities Maintenance Overvi…,.net . Device Health & Safety Guidelines Digital Devices in GISD Schools: Health and Safety Guidelines Employees Technology Responsible Use Policy for Employees GISD Guidelines for Staff Use of AI Guest Wifi for Employees Students Technology Responsible Use Policy for Students - …,es Purchasing Quote Summary For Vendors GISD Staff - Vendor Performance Survey Accounts Payable IRMA Exemption Facility Scheduling & Rental Staff Directory Procedures & Guidelines Campus & Student Services Overview Staff Directory Student Handbooks & Code of Conduct Student Trans…
New Braunfels Independent School District,TX,https://www.nbisd.org/,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
San Marcos Consolidated Independent School District,TX,https://www.smcisd.net/,,,https://www.smcisd.net/site/Default.aspx?PageType=1&SiteID=4&ChannelID=70&DirectoryType=6,"Missing: policy, tech (crawl limited)",2,0,0,1,0,1,,,"n Multilingual Services Office of Academics Purchasing Safety & Health Services Special Education State & Federal Programs Student Services Superintendent Technology Transportation Fine Arts Choose San Marcos "" Choose San Marcos Students & Parents "" Academic Resources Anti-Bullyi…",,"ECHS "" Early College High School Clubs & Organizations "" Clubs Fine Arts "" SMCISD Fine Arts Athletics "" SMCISD Athletics Hidden Resources "" Staff Directory District News Campus News TAPR School Report Card Youtube Live Stream Shared Feeds & Galleries Enrollment test Returning to …"
Judson Independent School District,TX,https://www.judsonisd.org/,,,https://www.judsonisd.org/staff,"Missing: policy, tech (crawl limited)",1,0,0,0,0,1,,,,,"late Sign in Skip Gallery Your browser does not support videos. End of Gallery Class Link Family Access ACADEMIC CALENDAR SAFETY & SECURITY Contact Us Look Around the district Find Us Judson ISD 8012 Shin Oak Drive Live Oak, TX 78233 Number: (210) 945-5100 Toll Free Fraud & Abuse…"
