district,state,homepage,found_policy_url,found_tech_url,found_contact_url,notes,score_0_to_5,public_ai_policy_exists,ai_use_publicly_disclosed,oversight_named,board_policy_mentions_ai,public_contact_available,evidence_public_ai_policy_exists,evidence_ai_use_publicly_disclosed,evidence_oversight_named,evidence_board_policy_mentions_ai,evidence_public_contact_available
Herington USD 487,KS,https://www.heringtonschools.org,https://www.heringtonschools.org/page/wellness-policies,,https://www.heringtonschools.org/staff,Missing: tech (crawl limited),2,0,0,1,0,1,,,More Show submenu for Herington USD 487 Staff Search Use the search field above to filter by staff name. Select Departments Donalyn Biehler Superintendent DIST 785-258-2261 dbiehler@usd487.org Robyn Heitfield BOE Financial Clerk DIST 785-258-2263 robynh@usd487.org Sally Martin As…,,submenu for Busing Country Bus Weather Bug Parents as Teachers Orange Express Staff Staff Quicklinks Show submenu for Quicklinks Quicklinks Contact Us EFunds Teacher Skyward TumbleReadables Career Cruising Discovery Education Emergency Safety Interventions TumbleBookCloud Wheat S…
Jackson,KS,http://ks-jackson.manatron.com,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Hodgeman,KS,http://HodgemanCountyKS.com,,,https://hodgemancountyks.com/business-directory,"Missing: policy, tech (crawl limited)",2,0,0,1,0,1,,,"We firmly believe that it is our job to make Hodgeman County the best place to live, work and visit. Keep scrolling for our City and County Directories! Local Businesses City and County Government City and County Government Hodgeman County Businesses are here to serve you! Hometo…",,"keep coming back to Pawnee Valley Lodge located at the intersection of Highways US 283 and KS 156 in Jetmore, Kansas. Call Us Today! Please contact us anytime! Ask about room availability and rates. We look forward to hearing from you. PH: 1-877-357-6330 or 1-620-357-6330 email: …"
Hawaii,KS,http://www.hawaiipublicschools.org/,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Hutchinson USD 308,KS,https://www.usd308.com,,,https://www.usd308.com/page/staff-resources,"Missing: policy, tech (crawl limited)",1,0,0,0,0,1,,,,,"ation. OUR MISSION Educating and empowering every Salthawk for life. Find Us Hutchinson Public Schools 1520 North Plum Hutchinson, KS 67501 Phone: 620-615-4000 info@usd308.com Join our Team, Apply Now! Home of the Salthawks Hutchinson Public Schools Allen STEM Magnet Midtown Fari…"
Butler,KS,https://www.bucoks.com/,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Jefferson,KS,http://www.jfcountyks.com,,,http://www.jfcountyks.com/directory.aspx,"Missing: policy, tech (crawl limited)",2,0,0,1,0,1,,,s Photo Gallery Property Search Interactive Property Search Map Online Polls E-Services Agendas & Minutes Archive Center Blog Bids Business Directory Calendar Document Center Facilities FAQs Jobs News Flash Notify Me Online Forms Opinion Poll Photo Gallery Quick Links Real Estate…,,"ernment Websites by CivicPlus® Loading Loading Do Not Show Again Close Arrow Left Arrow Right [] Slideshow Left Arrow Slideshow Right Arrow Staff Directory • Jefferson County, KS • CivicEngage Skip to Main Content Create a Website Account - Manage notification subscriptions, save…"
Douglas,KS,http://www.douglascountyks.org,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Doniphan,KS,http://www.DpCountyKS.com,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Caney Valley USD 436,KS,https://www.caney.com,,,,"Missing: policy, tech, contact (crawl limited)",1,0,0,0,0,1,,,,,"ents STAFF Why Us 14:1 Student-to-Teacher Ratio 93.8% Graduation Rate 1:1 iPads in Every Classroom Academic, Athletic, and Activity Success Contact Caney Valley 436 700 East Bullpup Boulevard Caney, KS 67333 Phone: 620-879-9200 Stay Connected Copyright © 2026 Caney Valley 436. Al…"
De Soto USD 232,KS,https://www.usd232.org/,https://www.usd232.org/family-resources/policy-notifications/use-of-technology,https://www.usd232.org/family-resources/policy-notifications/use-of-technology,,Missing: contact (crawl limited),2,0,0,1,0,1,,,#232 About Us About Us Academic Performance Accountability Reports Board of Education District Directory General Information School Locator Superintendent Departments Academics Facilities Finance & Business Health Services Human Resources Kansas Teacher of the Year Safety & Secur…,,fo Policies Schedule & Agendas Archive of Agendas Archive of Minutes Strategic Plan District Directory Who's Who in 232 General Information Contact Us School Locator Superintendent Departments Academics Career Focused Learning Real World Learning Market Value Assets Internships K…
Geography,KS,https://www.kansas.gov,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Puerto Rico,KS,https://de.pr.gov/,,,,"Missing: policy, tech, contact (crawl limited)",1,0,0,1,0,0,,,rvicios Asuntos Academicos TAL SEPI Recursos Empleos Ofertas de Empleo Portal de Recursos Humanos Portal del Empleado Aplicaciones Internas Directorio Portal oficial del Gobierno de Puerto Rico Un sitio web oficial .pr.gov pertenece a una organización oficial del Gobierno de Puer…,,
Dexter USD 471,KS,https://www.usd471.org/,,,https://www.usd471.org/staff,"Missing: policy, tech (crawl limited)",2,0,0,1,0,1,,,0-876-5415 enichols@usd471.org Tara Pingry Speech Teacher 620-876-5415 tpingry@usd471.org Lance Jeffers Assistant Principal/Athletic & Activities Director Teacher 620-876-5415 ljeffers@usd471.org George Reimer JH/HS Special Services Teacher 620-876-5415 greimer@usd471.org Rene Sm…,,"unch Menu GoEduStar Parent Login Calendar Online Payments Search site Menu Sign in Menu Sign in Skip Gallery Email the Nurse End of Gallery staff directory food service forms student forms Nurse Find Us Dexter USD #471 311 N. Main St Dexter, KS 67038 Phone: 620-876-5415 Fax: 620-…"
Deerfield USD 216,KS,https://www.usd216.org/,https://www.usd216.org/page/board-policies,,https://www.usd216.org/staff,Missing: tech (crawl limited),2,0,0,1,0,1,,,ward Access Search site Menu Menu Translate Sign in Menu Translate Sign in District Office Show submenu for District Office District Office Superintendent Shoutout Curriculum Resources Our Community Superintendent Notice of Non-Discrimination Board Policies Want to be a School Bo…,,"concerning Unified School District #216 compliance with the regulations implementing Title VI, ADA, Title IX, or Section 504 is directed to contact the Unified School District #216, Superintendent of Schools, superintendent@usd216.org , 803 Beech St., Deerfield, Kansas 67838, 620…"
Haysville USD 261,KS,http://www.usd261.com/,,,,"Missing: policy, tech, contact (crawl limited)",2,0,0,1,0,1,,,Superintendent Selection: Gillian Macias The USD 261 Board of Education is pleased to announce Gillian Macias has been selected as the next Superintendent of Haysville Public Schools. USD 261 Capital Improvements 2025-2026 School Calendar Stay informed of all the important dates …,,"han 02/16/2026 (Presidents' Day) 03/09/2026 rather than 03/16/2026 (Spring Break) 05/11/2026 rather than 05/18/2026 (HWMS Promotion Parade) Contact Information Debbie Coleman, Clerk of the Board Phone: 316-554-2200 Email: [email protected] 8.18.25 USD 261 Board of Education Polic…"
Haskell,KS,http://HaskellCounty.org,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Holton USD 336,KS,https://www.holtonks.net,,,,"Missing: policy, tech, contact (crawl limited)",1,0,0,0,0,1,,,,,"re alternative means of communication to obtain program information (e.g., Braille, large print, audiotape, American Sign Language), should contact the responsible state or local agency that administers the program or USDA’s TARGET Center at (202) 720-2600 (voice and TTY) or cont…"
Eureka USD 389,KS,https://www.usd389.net,https://www.usd389.net/vnews/display.v/SEC/District%7CBOE%20Policies,,https://www.usd389.net/vnews/display.v/SEC/EJSHS%7CContact%20Us,Missing: tech (crawl limited),1,0,0,0,0,1,,,,,Curriculum District - District Special Education District - Safe Return Plan District - Wellness Policies EJSHS EJSHS - Newsletter EJSHS - Contact Us EJSHS - Administration EJSHS - Student Handbook EJSHS - Athletic/Activities Policy EJSHS - Library EJSHS - Clubs & Organizations E…
Chapman USD 473,KS,http://www.usd473.net,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Kiowa County USD 422,KS,https://www.usd422.org,https://www.usd422.org/vnews/display.v/SEC/USD%20422%7CBoard%20of%20Education%3E%3EUSD%20422%20BOE%20Members,,https://www.usd422.org/vnews/display.v/SEC/USD%20422%7CFaculty%20Forms%3E%3EStaff%20Evaluation%20Forms,Missing: tech (crawl limited),2,0,0,1,0,1,,,ools Share Values KCES - Counselor Page - Bullying Prevention KCES - Counselor Page - KC Big 3 KCES - Home & School Connection KCES - Staff Directory KCES - Staff Web Pages KCES - Student Handbook KCES - Title 1 Services KCES - Weekly Calendar Nurse Go to Nurse... Nurse - At Home…,,2 - Staff Bios - Brandie Waldschmidt USD 422 - Title I USD 422 - Virtual Tour KCHS Go to KCHS... KCHS - Announcements & Student News KCHS - Staff Directory KCHS - Staff Web Pages KCHS - 9-12 Counselor KCHS - Go to 9-12 Counselor... KCHS - 9-12 Counselor - Announcements KCHS - 9-1…
Anderson,KS,http://AndersonCountyKS.org,,,,"Missing: policy, tech, contact (crawl limited)",2,0,0,1,0,1,,,"or more information. Planning & Zoning Planning and Zoning Director, Part-time Thomas R. Young (785)448-8233 or (785)448-6745 Tom Young, Sanitarian - #(785)448-8233 Deputy Director Michelle Miller (785)448-6745 Office Location 823 W. 7th Ave. Garnett, KS 66032 Office Hours 7:00 a…",,"lic convenience. In any case, where legal reliance on information is required, the official records of Anderson County should be consulted. Contact the Webmaster © 2007 - Anderson County, Kansas - All rights reserved a href= Anderson County Kansas - Anderson County Home Skip to n…"
Blue Valley USD 384 (Riley County),KS,https://www.usd384.org,https://www.usd384.org/page/attendance-policy,,https://www.usd384.org/o/blue-valley-usd-384/page/staff,Missing: tech (crawl limited),0,0,0,0,0,0,,,,,
Fairfield USD 310,KS,https://www.usd310.org,https://www.usd310.org/page/board-of-education-members,,https://www.usd310.org/page/contact-us,Missing: tech (crawl limited),1,0,0,0,0,1,,,,,REPORTS KANSAS BUILDING REPORT CARD VISION FOR EDUCATION OTHER LINKS AND INFORMATION TEACHER OF THE YEAR PERKINS V PUBLIC NOTICE CURRICULUM CONTACT US Show submenu for CONTACT US CONTACT US TRANSCRIPT REQUESTS Show submenu for TRANSCRIPT REQUESTS REQUEST FOR TRANSCRIPT SIGNATURE …
Dighton USD 482,KS,https://www.usd482.org/,https://www.usd482.org/wellness-plan-policy,,,"Missing: tech, contact (crawl limited)",1,0,0,0,0,1,,,,,ssment Open Enrollment Information Bullying and Harassment Report Form 24-25 Negotiation Agreement Job Listings School Report Cards Support Staff Directory Support Staff Pages Transportation Director Employment Our Schools Dighton Elementary School Dighton Jr. Sr High School Chil…
