district,state,homepage,found_policy_url,found_tech_url,found_contact_url,notes,score_0_to_5,public_ai_policy_exists,ai_use_publicly_disclosed,oversight_named,board_policy_mentions_ai,public_contact_available,evidence_public_ai_policy_exists,evidence_ai_use_publicly_disclosed,evidence_oversight_named,evidence_board_policy_mentions_ai,evidence_public_contact_available
Delaware City,DE,https://www.delawarecity.org/,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Harrington,DE,https://harrington.delaware.gov/,https://harrington.delaware.gov/committees-boards/,,https://harrington.delaware.gov/administrative-staff/,Missing: tech (crawl limited),2,0,0,1,0,1,,,nformation Incentives Resources District Plan Presentations Police Mission & Goals Harrington Police Department Police Administrative Staff Chief’s Corner History of Police Chiefs Police Units Criminal Investigations Division Police Officer of the Year Sex Offender Registry Links…,,orner History of Police Chiefs Police Units Criminal Investigations Division Police Officer of the Year Sex Offender Registry Links & Forms Contact FOIA Request Contact Us CITY OF HARRINGTON DELAWARE New City Email Addresses! Celebrating America 250th Spring Soccer Signups now op…
Dewey Beach,DE,http://www.townofdeweybeach.com,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
New Castle,DE,http://www.nccde.org,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
American Samoa,DE,https://www.doe.as/,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Sussex,DE,http://www.sussexcountyde.gov,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Delmar School District,DE,https://delmar.k12.de.us/,,,https://delmar.k12.de.us/apps/contact/,"Missing: policy, tech (crawl limited)",2,0,0,1,0,1,,,"00 N. 8th Street Delmar, DE 19940 P: (302) 846-9544 F: (302) 846-5056 Web Accessibility Statement Web Accessibility Complaint Form × Delmar Superintendent Leadership Survey Families, students and community members are invited to complete a brief survey to help identify the Superi…",,"ool Choose a School 200 N. 8th Street Delmar, DE 19940 P: (302) 846-9544 F: (302) 846-5056 Delmar School District + Our District » District Staff Directory » Offices » About Us » Our History » Public Information » The Foundation for Delmar Education » Delmar Alumni + School Board…"
Elsmere,DE,http://elsmere.delaware.gov,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
New Castle,DE,http://newcastlecity.delaware.gov,,,https://newcastlecity.delaware.gov/important-numbers-and-emergency-contact-information/,"Missing: policy, tech (crawl limited)",2,0,0,1,0,1,,,"xes as of October 1st, with an additional 1.5% per month accrued on all unpaid taxes. Online Property Tax Payments Courtaney Taylor Finance Coordinator (302) 322-9804 ctaylor@newcastlecity.delaware.gov Administration and Human Resources Departments Administration Department: Prov…",,er News History Battery Park Use Forms Community Services & Groups Community Wellness Library Photo Gallery Important Numbers and Emergency Contact Information Disaster Preparedness Historic Buildings Visitor Information FAQs Police Contact Contact Information FOIA Career Opportu…
Ardencroft,DE,http://www.theardens.com/ardencroft.htm,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Woodbridge School District,DE,https://www.woodbridgeraiders.net/,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Laurel,DE,http://www.townoflaurel.net,,,https://www.townoflaurel.net/contact.htm,"Missing: policy, tech (crawl limited)",2,0,0,1,0,1,,,"302-855-7720 whenever you obtain a building permit from Laurel and they will advise you if a permit is required from their office. Q. Am I responsible for maintaining the curbing, sidewalk, trees and vegetation surrounding my property? A. Yes, the property owner is responsible. Q…",,lderman Court Parks and Recreation Employment Forms Town Codes Code Book Zoning & Subdivision Town Charter Comprehensive Plan Town Ward Map Contact Contact Us Comments Submit a FOIA Request Online Payment Welcome to the Town of Laurel Please take the time to look through our webs…
Puerto Rico,DE,https://de.pr.gov/,,,,"Missing: policy, tech, contact (crawl limited)",1,0,0,1,0,0,,,rvicios Asuntos Academicos TAL SEPI Recursos Empleos Ofertas de Empleo Portal de Recursos Humanos Portal del Empleado Aplicaciones Internas Directorio Portal oficial del Gobierno de Puerto Rico Un sitio web oficial .pr.gov pertenece a una organización oficial del Gobierno de Puer…,,
Clayton,DE,http://clayton.delaware.gov,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Ocean View,DE,http://www.oceanviewde.com,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Milford School District,DE,https://www.milfordschooldistrict.org/,https://www.milfordschooldistrict.org/our-district/leadership-and-governance/board-of-education,https://www.milfordschooldistrict.org/academic-excellence/instructional-technology/staff,https://www.milfordschooldistrict.org/academic-excellence/instructional-technology/staff,,2,0,0,1,0,1,,,k (opens in new window/tab) Twitter (opens in new window/tab) YouTube (opens in new window/tab) Popular Links News Report Bullying Calendar Directory Employment Accessibility Site Map Contact Us The Milford School District is an Equal Opportunity Employer and does not discriminat…,,in Our People Community Partners Employment Human Resources Employment Benefits and Compensation Title IX Information Negotiated Agreements Staff Directory Supporting the Whole Student Guidance Communications District News Alumni Buccaneer Bulletin Calendar Closings and Delays So…
Ellendale,DE,http://ellendale.delaware.gov,,,https://ellendale.delaware.gov/contact-form/,"Missing: policy, tech (crawl limited)",1,0,0,0,0,1,,,,,on Town Park Events News Town History Info Lien Certificate Forms Tax Collection Police Department Emergency Services Gallery Photo Gallery Contact Us Contact Form FOIA Historical Happenings Ellendale FaceBook…Stay Connected Payment Portal Welcome to Ellendale...Come Grow With Us…
Delmar,DE,http://www.townofdelmar.us,https://www.townofdelmar.us/latest-news/YARD-WASTE-POLICY-UPDATE.htm,,https://www.townofdelmar.us/contact-us.htm,Missing: tech (crawl limited),1,0,0,0,0,1,,,,,"Water Treatment Code Enforcement Planning & Zoning Taxes & Utilities Finance Parks and Recreation Business Licenses & Miscellaneous Billing Contact Report A Concern Submit a FOIA Request Like Us On Facebook Welcome to Town of Delmar We are known as ""The Little Town Too Big For On…"
Seaford,DE,http://www.seafordde.com,https://www.seafordde.com/government/boards_committees_commissions,https://www.seafordde.com/government/departments_offices/information_technology,https://www.seafordde.com/government/staff_directory,,2,0,0,1,0,1,,,y Preparedness Committee Municipal Board of Elections Operations Committee Parks & Recreation Committee Planning & Zoning Commission Police Chief's Advisory Board Special Meetings City Budget City Charter City Code Departments & Offices City Manager Code Community Pool Economic D…,,Certificate of Election Mayor & Council Council Agendas & Minutes Council Members Mayor's Office Meeting Live Stream City Holiday Closings Staff Directory FOIA Request Hours of Operation Business Bid Notices 2026 Audit Request for Bid Proposals NOTICE TO BIDDERS Sewer Cleaning an…
Newark,DE,http://www.cityofnewarkde.us,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Felton,DE,http://felton.delaware.gov,,,https://felton.delaware.gov/contact-information/,"Missing: policy, tech (crawl limited)",2,0,0,1,0,1,,,Thomas email: athomas@townoffelton.com Town Clerk ~ Tracey Thompson email: tthompson@townoffelton.com Public Works Department: Public Works Superintendent ~ Joshua Smith Public Works Technician ~ Tyler Voshell Police Department: If there is an Emergency Dial 911 If there is not a…,,es Licenses/Permits/Misc. Government Town Hall Town Manager Updates Town Council – Mayor & Members Charter and Ordinances Meetings & Events Contact Information Past Meetings Community News Schools Clubs and Activities Photo Gallery Information Police Police Accountability Board B…
Smyrna,DE,http://smyrna.delaware.gov,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Bridgeville,DE,http://bridgeville.delaware.gov,https://bridgeville.delaware.gov/committees-boards/,,https://bridgeville.delaware.gov/administrative-staff/,Missing: tech (crawl limited),2,0,0,1,0,1,,,drinking water that meets all standards set by the Delaware Office of Drinking Water and the Environmental Protection Agency. Public Works Director Brandon Slater and his team achieve these qualities through constant monitoring and testing for contaminants in our potable water su…,,tment Commission Meeting Commission Workshop Economic Development Planning and Zoning Police Accountability Committee (PAC) Heritage Shores Contact Us Contact Form FOIA Pay Online Water Payments Tax Payments License Payments Permit Payments Other/Misc. Payments K9 Fundraising Bri…
Frederica,DE,http://frederica.delaware.gov/,,,https://frederica.delaware.gov/contact-form/,"Missing: policy, tech (crawl limited)",2,0,0,1,0,1,,,obert Kitz Steve White Robin Maddox Dianne Rager Board of Elections: David Jones Steve White Rod Warr Employees: Town Manager/ Public Works Director/ Code Enforcement – Dustan Russum Treasurer – Janet White Town Clerk – Jennifer French Administrative Assistant – Tracy Long Public…,,c Works Community Places Around Town History Photo Gallery Town Newsletters News & Notices Online Bill Pay Utilities/Taxes Licenses/Permits Contact Us Contact Form FOIA Form Utility Contact Form Frederica Delaware Notice of Elections 2026 Notice of election 2026 THE TOWN OF FREDE…
Sussex Technical School District (County-wide overlay school district),DE,http://www.sussexvt.k12.de.us/hs/,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Georgetown,DE,http://www.georgetowndel.com,https://www.georgetowndel.com/pdfs/Privacy_Policy.pdf,,https://www.georgetowndel.com/contact-us.htm,Missing: tech (crawl limited),2,0,0,1,0,1,,,Carolina South Dakota Tennessee Texas Utah Vermont Virginia Washington West Virginia Wisconsin Wyoming Zip Questions/Comments Submit Staff Directory Name Title Phone Extension Gene Dvornick Town Manager x.204 Laura Givens Finance x.205 Olga Holm Finance x.203 Kristen Dabrowski Fi…,,South Carolina South Dakota Tennessee Texas Utah Vermont Virginia Washington West Virginia Wisconsin Wyoming Zip Questions/Comments Submit Staff Directory Name Title Phone Extension Gene Dvornick Town Manager x.204 Laura Givens Finance x.205 Olga Holm Finance x.203 Kristen Dabrow…
Bowers,DE,http://www.townofbowersbeach.org,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Newport,DE,http://newport.delaware.gov,,,https://newport.delaware.gov/contact-information/,"Missing: policy, tech (crawl limited)",1,0,0,0,0,1,,,,,censes/Permits Police About Newport PD Community Crime Information History of the Newport Police Department Police Advisory Committee (PAC) Contact Contact Information Contact Form FOIA Town of Newport Delaware Welcome to the Town of Newport The Town of Newport is a thriving comm…
Wyoming,DE,http://wyoming.delaware.gov,,,https://wyoming.delaware.gov/town-staff/,"Missing: policy, tech (crawl limited)",1,0,0,0,0,1,,,,,"s Community Town Life History Wyoming Park Multi Purpose Court Schedule Local Organizations Photo Gallery Newsletter News Meetings & Events Contact Us Contact Information Contact Form FOIA Form Wyoming Delaware No Election Notice TOWN OF WYOMING, DELAWARE PUBLIC NOTICE MUNICIPAL …"
Red Clay Consolidated School District,DE,http://www.redclayschools.com/,https://www.redclayschools.com/about-red-clay/public-policies-and-notices,,https://www.redclayschools.com/staff-portal,Missing: tech (crawl limited),2,0,0,1,0,1,,,"egally protected characteristic. For inquiries or complaints related to non-discrimination policies, please contact: Tawanda Bond (Title IX Coordinator) Director of Equity & Strategic Partnerships 1502 Spruce Avenue, Wilmington, DE 19805 302-552-3722 tawanda.bond@redclay.k12.de.u…",,dership Board of Education District Calendar District Communications Employee Honors Public Policies & Notices School Safety Strategic Plan Contact Us Red Clay Education Foundation Schools & Programs Elementary Schools Middle Schools Middle/High Schools High Schools Charter Schoo…
