district,state,homepage,found_policy_url,found_tech_url,found_contact_url,notes,score_0_to_5,public_ai_policy_exists,ai_use_publicly_disclosed,oversight_named,board_policy_mentions_ai,public_contact_available,evidence_public_ai_policy_exists,evidence_ai_use_publicly_disclosed,evidence_oversight_named,evidence_board_policy_mentions_ai,evidence_public_contact_available
Wyoming Department of Education,WY,https://edu.wyoming.gov/,https://edu.wyoming.gov/wp-content/uploads/2025/06/WDE-Privacy-Policy.pdf,,https://edu.wyoming.gov/data/school-district-enrollment-and-staffing-data/,Missing: tech (crawl limited),2,0,0,1,0,1,,,tes Hathaway Reporting NAEP Enrollment & Staffing About About Go to Hub Leadership Core Values Strategic Plan WDE Updates Media Contact WDE Directory Visit Hub for More About Hub About Go to Hub Leadership Core Values Strategic Plan WDE Updates Media Contact WDE Directory Visit H…,,raduation Rates Hathaway Reporting NAEP Enrollment & Staffing About About Go to Hub Leadership Core Values Strategic Plan WDE Updates Media Contact WDE Directory Visit Hub for More About Hub About Go to Hub Leadership Core Values Strategic Plan WDE Updates Media Contact WDE Direc…
Weston,WY,http://westongov.com,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Washakie,WY,http://www.washakiecounty.net,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Albany,WY,http://www.co.albany.wy.us,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Powell,WY,http://www.cityofpowell.com/,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Johnson,WY,http://www.johnsoncountywyoming.org,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Casper,WY,http://www.casperwy.gov,https://www.casperwy.gov/community/highland_cemetery/decorations_policy.php,,https://www.casperwy.gov/government/mpo/staff_directory.php,Missing: tech (crawl limited),2,0,0,1,0,1,,,"zation Committees Meetings Schedule Casper Area Transit Casper Parking Plan Request for Proposals Staff Directory Home Government MPO Staff Directory Staff Directory Working with the public, elected officials, and professional staff to plan our road, trail, bus, and rail systems.…",,Counts Map Governing Documents Metropolitan Planning Organization Committees Casper Area Transit Casper Parking Plan Request for Proposals Staff Directory Municipal Code Municipal Court Arraignment Continuance Request Court Schedule Forms Jury Duty Resources Human Resources Emplo…
Sweetwater County School District #1 – Rock Springs,WY,http://www.sweetwater1.org/,https://www.sweetwater1.org/privacy-policy,,https://www.sweetwater1.org/school-directory,Missing: tech (crawl limited),2,0,0,1,0,1,,,S Phone: (307) 352-3400 Fax: (888) 503-5671 Facebook (opens in new window/tab) YouTube (opens in new window/tab) About Us Contact Us School Directory Department Directory District Office Staff Visit SCSD1 Join Our Team (opens in new window/tab) Website Login (opens in new window/…,,t #1 Skip To Main Content Close Menu Search Clear Search School Safety School Directory Department Directory District Office Staff About Us Contact Us Students Staff Families Community School Board (opens in new window/tab) Board of Trustees Communications and Correspondence 2024…
Sheridan,WY,http://www.sheridancounty.com,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Cheyenne,WY,https://www.cheyennecity.org/,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Sheridan,WY,https://www.sheridanwy.gov,,https://www.sheridanwy.gov/government/information_technology___i_t_,https://www.sheridanwy.gov/government/police_department/contact_us,Missing: policy (crawl limited),2,0,0,1,0,1,,,"8a-5p | Fri 8a-4p City Hall, First Floor 55 E Grinnell Plaza, Sheridan WY 82801 P 307-674-6483 F 307-675-4270 Heather Doke, Human Resources Director [email protected] Open Positions ASSISTANT MUNICIPAL COURT CLERK The City of Sheridan is actively recruiting a detail-oriented indi…",,"Home - City of Sheridan, WY Skip to Content Contact Us at 307-674-6483 {1} ##LOC[OK]## I Want To Apply For A Job A Passport A Preseason Golf Pass A City Park Use Permit A Special Use Permit A…"
Platte,WY,http://plattecountywyoming.com,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Douglas,WY,http://cityofdouglaswy.com/,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Campbell County School District #1 – Gillette,WY,https://www.ccsd.k12.wy.us/,https://www.ccsd.k12.wy.us/admin-page-1935/district-policies,https://www.ccsd.k12.wy.us/departments/educational-technology,https://www.ccsd.k12.wy.us/staff,,2,0,0,1,0,1,,,3 *Use your ccsd.k12.wy.us email account to sign up for Office 365 online* Office365 Signup Tech Repair Site Network Help Our Team Sam Burr Director for Technology Education Reggie Coombs Assistant Network Engineer Lee Corley Master Technician Jeff Dameron Network Engineer TJ Gue…,,w/tab) Strategic Plan Activities Calendars hero-banner Your web browser does not support the <video> tag. Fines/Fees/Lunch Account Calendar Staff Directory Meals Transportation Trending Now All All Schools Resources Subscribe to Post Alerts Nominate CCSD's Employees of the Year! …
Puerto Rico,WY,https://de.pr.gov/,,,,"Missing: policy, tech, contact (crawl limited)",1,0,0,1,0,0,,,rvicios Asuntos Academicos TAL SEPI Recursos Empleos Ofertas de Empleo Portal de Recursos Humanos Portal del Empleado Aplicaciones Internas Directorio Portal oficial del Gobierno de Puerto Rico Un sitio web oficial .pr.gov pertenece a una organización oficial del Gobierno de Puer…,,
Sweetwater,WY,http://www.sweet.wy.us,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Gillette,WY,https://www.gillettewy.gov/,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Lincoln,WY,http://www.lcwy.org,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Lander,WY,https://www.landerwyoming.org,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
American Samoa,WY,https://www.doe.as/,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Yellowstone,WY,http://nps.gov/yell,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Fremont County School District #1 – Lander,WY,https://www.landerschools.org,,,https://www.landerschools.org/o/fcsd/page/contact-us,"Missing: policy, tech (crawl limited)",2,0,0,1,0,1,,,ntent Fremont County School District #1 Menu Schools Translate Search site Sign in Parent Liaison Matt Jacobson Matt Jacobson FCSD #1 Community Relations Coordinator (307) 332-4711 Send Email Suggestion Box What is a Parent Liaison? The Fremont #1 parent liaison is a staff member…,,"ip Gallery End of Gallery Infinite Campus Parent Portal Family Connection Dining Employment Safe2Tell WY District Report Card School Events Contact US Find Us Fremont County School District #1 863 Sweetwater Street Lander, WY 82520 Phone (307) 332-4711 Fax (307) 332-6671 Email Ho…"
Newcastle,WY,http://www.newcastlewyoming.org/,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Northern Mariana Islands,WY,https://www.cnmipss.org,https://www.cnmipss.org/state-boe-board-members,,https://www.cnmipss.org/contact-info,Missing: tech (crawl limited),2,0,0,1,0,1,,,ols Elementary Schools Middle Schools Jr. Sr. High Schools High Schools Curriculum & Instruction Special Programs School Calendar Child Nutrition Program Pupil Transportation Schools Directory Head Start/ Early Head Start Special Education Special Education Program overview Onlin…,,Vacancy Announcements PSS Policies & SOPs Human Resources HR Information Job Vacancy Announcements Employee Resources Gallery Photos Videos Contact Info STUDENT REGISTRATION INFO STATE BOE - CERTIFICATION Home K-12 Schools All Schools Elementary Schools Middle Schools Jr. Sr. Hig…
Laramie County School District #1 – Cheyenne,WY,https://www.laramie1.org/,,,,"Missing: policy, tech, contact (crawl limited)",1,0,0,0,0,1,,,,,Campus ClassLink Skip to Navigation Laramie County School District 1 About Us Schools Family & Students Community Staff Calendar Tech Help Contact Us Featured Items Public Comment on Proposed Amendments for Chapter 9 Section 5 of the Board Policy Title VI-B Consultation Meetings …
Green River,WY,https://www.cityofgreenriver.org/,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Laramie,WY,https://www.cityoflaramie.org,,,https://www.cityoflaramie.org/directory.aspx,"Missing: policy, tech (crawl limited)",2,0,0,1,0,1,,,h Government Departments Living & Working How Do I Doing Business Home Staff Directory Staff Directory Search the Directory Category: Staff Directory Administrative Services Accounting & Finance Utility Billing City Attorney Office City Clerk City Council City Manager Information…,,"by CivicPlus® /QuickLinks.aspx Loading Loading Do Not Show Again Close Arrow Left Arrow Right [] Slideshow Left Arrow Slideshow Right Arrow Staff Directory • Laramie, WY • CivicEngage Skip to Main Content Create a Website Account - Manage notification subscriptions, save form pro…"
Campbell,WY,https://www.ccgov.net,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Torrington,WY,http://www.city-of-torrington.org/,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Niobrara,WY,http://www.niobraracounty.org,,,,"Missing: policy, tech, contact (crawl limited)",2,0,0,1,0,1,,,"ming. Our goal is to provide these services in the most efficient, courteous and cost-effective manner possible. Office Duties & Responsibilities Clerk to the Board of County Commissioners Chief Budget Officer Chief Elections Officer Elections Maintain Motor Vehicle Records Accou…",,"nty.org Deputy Clerk Mandy Pruitt Email: MPruitt@NiobraraCounty.org Address 424 South Elm Street, Second Floor P.O. Box 1318 Lusk, WY 82225 Phone: 307-334-2736 Fax: 307-334-2703 Email: niobraracdc@gmail.com Clerk of District Court Official Duties The Clerk of District Court is th…"
