district,state,homepage,found_policy_url,found_tech_url,found_contact_url,notes,score_0_to_5,public_ai_policy_exists,ai_use_publicly_disclosed,oversight_named,board_policy_mentions_ai,public_contact_available,evidence_public_ai_policy_exists,evidence_ai_use_publicly_disclosed,evidence_oversight_named,evidence_board_policy_mentions_ai,evidence_public_contact_available
Hoover City,AL,https://www.hoovercityschools.net/,,,,"Missing: policy, tech, contact (crawl limited)",2,0,0,1,0,1,,,"curriculum. Registration Ready to register your child for the upcoming school year? Start the registration process here! Dr. Kevin Maddox, Superintendent “My vision is for Hoover City Schools to thrive as a caring and collaborative community where every student feels supported, v…",,gistration Pre-K Pre-Registration New Student Registration 2025-2026 School Zones PowerSchool Enrollment Information Enrollment FAQs School Contact Information Withdrawal Information Multilingual & Technical Registration Support Kindergarten Registration Kindergarten Registration…
Tuscumbia City,AL,http://www.tuscumbia.k12.al.us/,https://www.tuscumbia.k12.al.us/departments/child-nutrition-program/wellness-policy,,https://www.tuscumbia.k12.al.us/our-district/district-directory,Missing: tech (crawl limited),2,0,0,1,0,1,,,out DHS Walk In Freezer/Cooler Bid Budget Hearing Notice Learn More about Budget Hearing Notice Superintendent's Message A message from our superintendent. Learn More about Superintendent's Message Our Community (opens in new window/tab) City of Tuscumbia Learn More about Our Com…,,Logo Image Logo Title Tuscumbia City School District 303 North Commons Street East Tuscumbia AL 35674 256-389-2900 Fax 256-389-2903 Faculty/Staff Directory Calendar Teacher Login Finalsite Admin Facebook (opens in new window/tab) Twitter YouTube Mission : Educating every student …
Autauga County,AL,https://www.acboe.net/,https://www.acboe.net/contacts,,https://www.acboe.net/contacts,Missing: tech (crawl limited),2,0,0,1,0,1,,,Home Skip to main content Login Register Top Navigation Menu Home About Us About Us School Board Superintendent Greetings Central Office Contacts State Accountability Reports Accreditation Strategic Plan Contacts Departments Assessment / Accountability Business & Finance Forms & …,,"d during the school day, unless doing so fundamentally alters the nature of the program or activity. To report incidents of discrimination, contact Tisha Addison, Student Services Director at (334) 365-5706. Search Copyright © 2026 Autauga County Schools Contacts Skip to main con…"
Fort Payne City,AL,http://www.ftpayk12.org,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Jacksonville City,AL,http://www.jacksonville.k12.al.us,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Brewton City,AL,http://www.brewtoncityschools.org/,,,,"Missing: policy, tech, contact (crawl limited)",1,0,0,0,0,1,,,,,"fully accredited through Southern Association of Colleges and Schools. Find Us Brewton City Schools 811 Belleville Avenue Brewton, AL 36426 Phone: 251-867-8400 Schools Brewton City Schools Brewton Elementary School Brewton Middle School T.R. Miller High School Stay Connected Copy…"
Vestavia Hills City,AL,http://www.vestavia.k12.al.us/,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Sheffield City,AL,http://www.scs.k12.al.us/,https://www.scs.k12.al.us/about-us/boe-staff-directory,,https://www.scs.k12.al.us/about-us/boe-staff-directory,Missing: tech (crawl limited),2,0,0,1,0,1,,,ral Office Staff Superintendent of Education Assistant Superintendent Chief School Financial Officer (CSFO) Administrative Assistant to the Superintendent Special Education Accounts Payable Payroll/Insurance/Benefits Child Nutrition Program Director Curriculum District Student In…,,Home - Sheffield City Schools Skip To Main Content Close Menu Search Clear Search About Us Homepage BOE Staff Directory Contact Us Sheffield Board of Education Sheffield High School Sheffield Jr. High School L.E. Willson Elementary School W.A. Threadgill Prim…
Limestone County,AL,http://www.lcsk12.org/,https://www.lcsk12.org/o/lcs/page/school-board,,,"Missing: tech, contact (crawl limited)",1,0,0,0,0,1,,,,,"ire alternative means of communication for program information (e.g , Braille, large print, audiotape, American Sign Language, etc.) should contact the responsible Agency or USDA's TARGET Center at (202) 720-2600 (voice and TTY) or contact USDA through the Federal Relay Service a…"
Calhoun County,AL,https://al01901382.schoolwires.net/ccboe,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Alexander City,AL,https://www.alexcityschools.net/,https://www.alexcityschools.net/our-district/board-policy,,https://www.alexcityschools.net/our-district/central-office-staff,Missing: tech (crawl limited),1,0,0,1,0,0,,,"truction Reginald Clifton Executive Director, Student Services & Phoenix Academy Tiara Ervin Behavioral Interventionist Terina Gantt Deputy Superintendent, Secondary Schools & Title IV Compliance Erin Hathcock Psychometrist Marilyn Kelly District Database Specialist Alice Owens D…",,
Decatur City,AL,https://www.dcs.edu/,https://www.dcs.edu/page/board,,,"Missing: tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Daleville City,AL,http://www.daleville.k12.al.us/,https://www.daleville.k12.al.us/about-us/policies-and-plans/policy-manual,,https://www.daleville.k12.al.us/departments/child-nutrition/child-nutrition-program-staff,Missing: tech (crawl limited),2,0,0,1,0,1,,,oard 2.50 Boardsmanship Development 3.00 School Administration 3.10 Administrative Organization 3.11 School Calendar 3.20 Qualifications of Superintendent 3.21 Contract of Superintendent 3.22 Responsibilities of Superintendent 3.24 Opening and Closing of Schools 3.25 Emergencies …,,Education Services Federal Programs Consolidated Improvement Plan Transportation Our District About Us Superintendent's Corner School Board Staff Directory Policies and Plans Policy Manual New Policies Strategic Plan Event Calendar Parent & Student Parent and Student Information …
Clay County,AL,http://www.claycoboe.org/,https://www.claycoboe.org/en-US,,,"Missing: tech, contact (crawl limited)",2,0,0,1,0,1,,,"LE ELEMENTARY SCHOOL 3 months ago POSITION : CNP WORKER-LINEVILLE ELEMENTARY SCHOOL SALARY: Based upon current salary schedule CONTACT: Juanita Riley, CNP Director, 256-396-1475 rileyj@ clayk12.org Applications for certified positions should include a copy of your valid Alabama T…",,"tion Skip to Navigation Clay County Board of Education Login Accountability Parent Portal Calendar District Information Departments Schools Contact Board Meeting The next regular monthly board meeting will be February 26, at 5:00 A.M. in the boardroom. Clay County Board of Educat…"
Montgomery County,AL,http://www.mps.k12.al.us/,https://www.mps.k12.al.us/page/meet-the-mcboe-members,,https://www.mps.k12.al.us/staff,Missing: tech (crawl limited),2,0,0,1,0,1,,,"uperintendent Dr. Zickeyous Byrd Welcome to Montgomery Public Schools, where every student is seen, supported, and empowered to succeed. As superintendent, I am honored to lead a district committed to excellence, innovation, and community. Our schools are more than buildings; the…",,Translate Search site Sign in A New Chapter A New Chapter Save Our Penny Save Our Penny Military Family Resources Military Family Resources Staff Directory Staff Directory Your Experience Your Experience About Us Show submenu for About Us About Us Superintendent Show submenu for …
Linden City,AL,http://www.lindencity.org/,,,,"Missing: policy, tech, contact (crawl limited)",1,0,0,0,0,1,,,,,"e P. Austin Junior High School, and Linden High School. Find Us Linden City Schools Post Office Box 480609 209 N. Main St. Linden, AL 36748 Phone: 334-295-8802 Fax: 334-295-8801 Schools Linden City Schools Linden Elementary School George P. Austin Jr. High Linden High School Stay…"
Blount County,AL,http://blountcountyschools.org/%7D,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Houston County,AL,https://www.hcboe.us//,https://www.hcboe.us//,,,"Missing: tech, contact (crawl limited)",2,0,0,1,0,1,,,on County Schools At a Glance Superintendent/ Assistant Superintendent Board Information Federal Programs English Learners (EL) Departments Directory Child Nutrition Counseling Curriculum and Instruction Federal Programs Financial Human Resources Maintenance Payroll Special Educa…,,on County Schools At a Glance Superintendent/ Assistant Superintendent Board Information Federal Programs English Learners (EL) Departments Directory Child Nutrition Counseling Curriculum and Instruction Federal Programs Financial Human Resources Maintenance Payroll Special Educa…
Jefferson County,AL,http://jefcoed.com,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Leeds City,AL,https://www.leedsk12.org/,,https://www.leedsk12.org/technology,https://www.leedsk12.org/staff-resources,Missing: policy (crawl limited),2,0,0,1,0,1,,,"m in Leeds, Alabama, a suburb East of Birmingham. LCS was founded in 2004 and consists of 4 schools. 4 schools 277 Employees 2,200 Students Superintendent’s Message Dear Students, Parents, Staff, and Community Members, Welcome to Leeds City Schools, where we are committed to fost…",,Elementary School Leeds High School Leeds Middle School Leeds Primary School × Close Homepage Pause Play Previous Next Event Calendar Menus Staff Directory Employment Frequently Asked Questions Can’t find what you need? Utilize the search feature at the top of the page to look up…
Bessemer City,AL,http://www.bessk12.org/,https://www.bessk12.org/privacy-policy,,https://www.bessk12.org/directory,Missing: tech (crawl limited),2,0,0,1,0,1,,,Simbli (opens in new window/tab) Board Documents Board Meeting Schedule Superintendent Newsroom Believe in Bessemer Careers Bessemer's Best Directory For Families Enrollment Departments Bessemer Center for Technology Academics Activities Business and Accounting Budget Bids Financ…,,opens in new window/tab) Twitter (opens in new window/tab) YouTube (opens in new window/tab) Links & Resources Directory Calendar Faculty & Staff Directory Make a Gift Summer Program Lunch Menu The Bessemer Board of Education is committed to ensuring all information placed on its…
Pickens County,AL,https://www.pickenscountyschools.net/,https://www.pickenscountyschools.net/privacy-policy,https://www.pickenscountyschools.net/departments/technology,https://www.pickenscountyschools.net/faculty-and-staff,,2,0,0,1,0,1,,,window/tab) Parent Info Schoology for Students Schoology for Parents Schoology Help Guides PowerSchool for Parents Military Families Staff Directory Employment Opportunities Job Opportunities Salary Schedules Support Professionals Substitute Teachers School Leaders Teachers Menus…,,in new window/tab) Parent Info Schoology for Students Schoology for Parents Schoology Help Guides PowerSchool for Parents Military Families Staff Directory Employment Opportunities Job Opportunities Salary Schedules Support Professionals Substitute Teachers School Leaders Teacher…
Chilton County,AL,http://www.chiltonschools.org/,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Cleburne County,AL,http://www.cleburneschools.net/,https://www.cleburneschools.net/boe,,https://www.cleburneschools.net/departments/special-education/special-education-school-staff,Missing: tech (crawl limited),1,0,0,0,0,1,,,,,isplay. Logo Image Logo Title Cleburne County Schools 141 Davenport Drive Heflin AL 36264 (256) 463-5624 Facebook (opens in new window/tab) Directory Calendar Lunch Menu (opens in new window/tab) Privacy Policy Site Map Accessibility Powered by Finalsite Board of Education - Cleb…
Tallassee City,AL,http://www.tcschools.com/,https://www.tcschools.com/page/board-of-education,https://www.tcschools.com/page/technology,,Missing: contact (crawl limited),2,0,0,1,0,1,,,Menus Helpful Links PowerSchool Parent Portal PowerSchool Information Attendance Counseling Jamari T Williams Act Scholarships Departments Superintendent Curriculum Board of Education Child Nutrition Special Education Federal Programs Technology Business & Finance Human Resources…,,"Education Federal Programs Technology Business & Finance Human Resources Find Us Tallassee City Schools 308 King Street Tallassee, AL 36078 Phone: 334-283-6864 Fax: 334-283-4338 Schools Tallassee City Schools Tallassee Elementary School Southside Middle School Tallassee High Scho…"
Gadsden City,AL,http://www.gcs.k12.al.us,https://www.gcs.k12.al.us/school-board-menu/policies/,,https://www.gcs.k12.al.us/about-us-menu/contact-information/,Missing: tech (crawl limited),2,0,0,1,0,1,,,"e free. Please call 256-549-2914, for further instruction. Weather Early Closing Delay Cancellation Procedures Data Governance Policy (CNA) Directory Information Parent Notice Technology Appropriate Use Policy (AUP) * Updated 2024 Physical Restraint and Seclusion Policy Anti-Hara…",,ive School Even Start Pre K Employees Zone Map About Why Choose GCS Titan Foundation Federal Programs College & Career Ready Student Health Contact Information Plans & Reports Academics\Resources New Student Registration Academics Student / Parent Resources Teacher Resources Scho…
Birmingham City,AL,http://www.bhamcityschools.org/,https://www.bhamcityschools.org/page/board-policies,,https://www.bhamcityschools.org/page/contacts,Missing: tech (crawl limited),2,0,0,1,0,1,,,Dual Enrollment Dual Language Immersion Superintendent's Academy Staff Show submenu for Staff Staff Employees Only Employee Calendar Staff Directory Employee Recognition Program Dual Enrollment Teachers Needed Volunteer/Partner Volunteer/Partner More Show submenu for Skip Gallery…,,(VAL) Dual Enrollment Dual Language Immersion Superintendent's Academy Staff Show submenu for Staff Staff Employees Only Employee Calendar Staff Directory Employee Recognition Program Dual Enrollment Teachers Needed Volunteer/Partner Volunteer/Partner More Show submenu for Skip G…
Muscle Shoals City,AL,https://www.mscs.k12.al.us/,https://www.mscs.k12.al.us/documents/policies,,https://www.mscs.k12.al.us/departments/child-nutrition-program/staff,Missing: tech (crawl limited),2,0,0,1,0,1,,,"cribed in 6.26.3, above, or as part of a separate document – depending on the discretion of the Superintendent, or his or her designee, the Superintendent shall require that each parent or guardian complete a written permission form prior to allowing a student who is younger than…",,d Muscle Shoals AL 35661 United States 256-389-2600 256-389-2605 Links & Resources Lunch Menus (opens in new window/tab) Calendar Faculty & Staff Directory Education Foundation (opens in new window/tab) Summer Program Staff Login Connect With Us Facebook (opens in new window/tab)…
Wilcox County,AL,http://www.wilcox.k12.al.us/,,,,"Missing: policy, tech, contact (crawl limited)",0,0,0,0,0,0,,,,,
Conecuh County,AL,https://www.conecuh.k12.al.us/,https://www.conecuh.k12.al.us/boardofed,,https://www.conecuh.k12.al.us/contact,Missing: tech (crawl limited),2,0,0,1,0,1,,,ton Junior High School Thurgood Marshall Middle School Hillcrest High School Departments Board of Education Requests for Bids Office of the Superintendent Child Find Workforce Development Center Child Nutrition Community Currriculum and Instruction Federal Programs Finance Forms …,,rus Overview Covid-19 Dashboard PowerSchool/Clever PS Admin PS Teacher Student/Parent Login Clever Login PowerSchool Campus Schoology Login Contact NotifyMe Previous Next Making It Happen! Parents Documents Staff Board Community ESSER Funding Program Important Information Student…
