district,state,homepage
Grand Rapids Public Schools,MI,https://grps.org/
Grandville Public Schools,MI,https://www.gpsbulldogs.org/
Kentwood Public Schools,MI,https://www.kentwoodps.org/
Rockford Public Schools,MI,https://www.rockfordschools.org/
Comstock Park Public Schools,MI,https://www.cppschools.com/
Caledonia Community Schools,MI,https://www.calschools.org/
Godfrey-Lee Public Schools,MI,https://www.godfrey-lee.org/
Kenowa Hills Public Schools,MI,https://khps.org/
Kent City Community Schools,MI,https://www.kentcityschools.org/
Lowell Area Schools,MI,https://www.lowellschools.com/
Northview Public Schools,MI,https://www.nvps.net/
Wyoming Public Schools,MI,https://wyomingps.org/
Armada Area Schools,MI,https://www.armadaschools.org/
Chippewa Valley Schools,MI,https://www.chippewavalleyschools.org/
Eastpointe Community Schools,MI,https://www.eastpointeschools.org/
Fitzgerald Public Schools,MI,https://www.fitz.k12.mi.us/
Fraser Public Schools,MI,https://www.fraser.k12.mi.us/
Romeo Community Schools,MI,https://romeok12.org/
Utica Community Schools,MI,https://www.uticak12.org/
Van Dyke Public Schools,MI,https://www.vdps.net/
Roseville Community Schools,MI,https://rosevillepride.org/
Mount Clemens Community Schools,MI,https://www.mtcps.org/
New Haven Community Schools,MI,https://www.newhaven.misd.net/
Warren Woods Public Schools,MI,https://www.warrenwoods.misd.net/
Manistee Area Public Schools,MI,https://www.manisteemariners.org/
South Lake Schools,MI,https://www.solake.org/
L'Anse Creuse Public Schools,MI,https://www.lc-ps.org/
Marquette Area Public Schools,MI,https://www.mapsnet.org/
Big Rapids Public Schools,MI,https://www.brps.org/
Chippewa Hills School District,MI,https://www.chsd.us/
Evart Public Schools,MI,https://evartps.org/
Reed City Area Public Schools,MI,https://www.reedcityschools.org/
Bullock Creek School District,MI,https://www.bcreek.k12.mi.us/
Meridian Public Schools,MI,https://www.merps.org/
Midland Public Schools,MI,https://www.midlandps.org/home
Bedford Public Schools,MI,https://www.bedford.k12.mi.us/
Ida Public Schools,MI,https://www.idaschools.org/
Mason Consolidated Schools (Erie Mason),MI,https://eriemason.k12.mi.us/
Mona Shores Public Schools,MI,https://www.monashores.net/
Montague Area Public Schools,MI,https://www.mapsk12.org/
Muskegon Public Schools,MI,https://muskegonpublicschools.org/
Reeths-Puffer Schools,MI,https://www.reeths-puffer.org/
Whitehall District Schools,MI,https://www.whitehallschools.net/
Birmingham Public Schools,MI,https://www.birmingham.k12.mi.us/
Bloomfield Hills Schools,MI,https://www.bloomfield.org/
Troy School District,MI,https://www.troy.k12.mi.us/
Grosse Pointe Public School System,MI,https://www.gpschools.org/
Berkley School District,MI,https://www.berkleyschools.org/
Avondale School District,MI,https://www.avondaleschools.org/
Clarkston Community Schools,MI,https://www.clarkston.k12.mi.us/
Farmington Public Schools,MI,https://www.farmington.k12.mi.us/
Ferndale Public Schools,MI,https://www.ferndaleschools.org/
Clawson Public Schools,MI,https://www.clawsonschools.org/
West Bloomfield School District,MI,https://www.wbsd.org/
Waterford School District,MI,https://www.waterford.k12.mi.us/
Novi Community School District,MI,https://www.novi.k12.mi.us/
Rochester Community Schools,MI,https://www.rochester.k12.mi.us/
Huron Valley Schools,MI,https://www.hvs.org/
